date,trade,sell,buy
20180427,27,13,14
20180430,27,14,13
20180502,26,12,14
20180503,25,13,12
20180504,25,12,13
20180508,23,10,13
20180509,23,10,13
20180510,22,10,12
20180511,23,9,14
20180514,23,9,14
20180515,20,8,12
20180516,21,8,13
20180517,22,8,14
20180518,22,9,13
20180521,23,8,15
20180523,23,9,14
20180524,19,19,0
20180525,0,0,0
20180528,13,0,13
20180529,15,2,13
20180530,15,15,0
20180531,0,0,0
20180601,14,0,14
20180604,14,0,14
20180605,15,1,14
20180607,15,1,14
20180608,15,2,13
20180611,19,3,16
20180612,21,6,15
20180614,21,7,14
20180615,23,8,15
20180618,20,20,0
20180619,16,0,16
20180620,18,3,15
20180621,17,17,0
20180622,0,0,0
20180625,0,0,0
20180626,0,0,0
20180627,16,0,16
20180628,17,0,17
20180629,16,2,14
20180702,20,4,16
20180703,21,4,17
20180704,22,9,13
20180705,19,7,12
20180706,17,5,12
20180709,18,5,13
20180710,18,18,0
20180711,13,0,13
20180712,14,2,12
20180713,11,0,11
20180716,18,1,17
20180717,19,19,0
20180718,16,0,16
20180719,16,1,15
20180720,17,4,13
20180723,16,4,12
20180724,17,4,13
20180725,17,1,16
20180726,17,2,15
20180727,18,4,14
20180730,17,4,13
