date,trade,sell,buy
20171025,28,11,17
20171026,27,13,14
20171027,27,12,15
20171030,25,10,15
20171031,23,9,14
20171101,25,10,15
20171102,26,13,13
20171103,24,12,12
20171106,25,12,13
20171107,25,7,18
20171108,25,9,16
20171109,26,10,16
20171110,24,9,15
20171113,25,8,17
20171114,24,8,16
20171115,24,10,14
20171116,25,9,16
20171117,26,10,16
20171120,23,10,13
20171121,23,8,15
20171122,24,10,14
20171123,24,7,17
20171124,22,6,16
20171127,22,6,16
20171128,22,7,15
20171129,25,9,16
20171130,25,9,16
20171201,23,7,16
20171204,22,9,13
20171205,22,7,15
20171206,23,8,15
20171207,22,6,16
20171208,23,8,15
20171211,25,9,16
20171212,25,9,16
20171213,24,11,13
20171214,19,7,12
20171215,21,7,14
20171218,23,10,13
20171219,20,8,12
20171220,22,8,14
20171221,22,9,13
20171222,21,8,13
20171226,23,10,13
20171227,23,10,13
20171228,24,9,15
20180102,24,14,10
20180103,24,14,10
20180104,23,15,8
20180105,22,10,12
20180108,22,10,12
20180109,22,22,0
20180110,10,0,10
20180111,14,1,13
20180112,13,3,10
20180115,11,11,0
20180116,0,0,0
20180117,11,0,11
20180118,12,2,10
20180119,14,2,12
20180122,13,4,9
20180123,13,2,11
