,0
0,258.27232683915645
1,2955.7177647855133
2,1899.738237850368
3,-3389.4057484981604
4,2991.283965009963
5,2470.9420809145086
6,-2554.6656816147733
7,-367.23791343253106
8,4382.463828769047
9,-6362.000706859166
10,-2131.153034723364
11,-805.1770078828558
12,7903.10891709337
13,6508.214095321251
14,6078.890911548398
15,-6495.3706430688035
16,-4413.67986428272
17,2992.971976687899
18,-8610.239331942983
19,-1004.4687463522423
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-363.15096940333024
35,1281.1594156106003
36,3582.977033254225
37,561.2978987693787
38,678.0745108320843
39,-2561.5773758795112
40,-417.809279167559
41,0.0
42,369.2713297260925
43,551.8260788386688
44,-479.6398547596764
45,101.7003887067549
46,1277.6499227022287
47,-484.70384901063517
48,0.0
49,0.0
50,0.0
51,344.9625929596368
52,-67.83803536160849
53,1177.2831070173997
54,272.2918078927323
55,-1347.487045389833
56,-2670.8514545815997
57,-1900.9940574176144
58,214.739348056959
59,-426.03415317693725
60,0.0
61,0.0
