date,trade,sell,buy
20160408,18,6,12
20160411,19,5,14
20160412,22,8,14
20160414,15,5,10
20160415,19,8,11
20160418,25,10,15
20160419,24,9,15
20160420,21,10,11
20160421,25,13,12
20160422,21,9,12
20160425,24,6,18
20160426,21,8,13
20160427,16,6,10
20160428,18,7,11
20160429,18,9,9
20160502,20,7,13
20160503,19,8,11
20160504,21,5,16
20160509,24,10,14
20160510,22,12,10
20160511,23,9,14
20160512,21,9,12
20160513,21,6,15
20160516,19,10,9
20160517,20,7,13
20160518,23,8,15
20160519,22,10,12
20160520,23,12,11
20160523,20,6,14
20160524,24,7,17
20160525,24,9,15
20160526,22,12,10
20160527,24,8,16
20160530,19,10,9
20160531,20,8,12
20160601,21,10,11
20160602,17,6,11
20160603,22,10,12
20160607,22,11,11
20160608,18,8,10
20160609,24,14,10
20160610,17,8,9
20160613,19,6,13
20160614,21,9,12
20160615,21,7,14
20160616,20,10,10
20160617,20,6,14
20160620,21,9,12
20160621,24,9,15
20160622,22,8,14
20160623,16,9,7
20160624,17,6,11
20160627,21,11,10
20160628,17,8,9
20160629,19,9,10
20160630,20,5,15
20160701,24,13,11
20160704,20,8,12
20160705,17,7,10
20160706,23,8,15
20160707,24,12,12
20160708,20,9,11
