date,trade,sell,buy
20161004,24,13,11
20161005,26,11,15
20161006,24,11,13
20161007,27,14,13
20161010,24,15,9
20161011,23,12,11
20161012,24,8,16
20161013,22,9,13
20161014,22,11,11
20161017,24,15,9
20161018,23,11,12
20161019,24,14,10
20161020,22,7,15
20161021,24,11,13
20161024,27,15,12
20161025,25,14,11
20161026,27,13,14
20161027,26,13,13
20161028,25,12,13
20161031,21,12,9
20161101,20,8,12
20161102,24,11,13
20161103,21,8,13
20161104,20,11,9
20161107,22,8,14
20161108,23,12,11
20161109,23,11,12
20161110,22,10,12
20161111,23,10,13
20161114,20,8,12
20161115,22,8,14
20161116,26,12,14
20161117,22,8,14
20161118,23,11,12
20161121,22,9,13
20161122,18,10,8
20161123,19,11,8
20161125,20,9,11
20161128,19,7,12
20161129,21,11,10
20161130,23,10,13
20161201,19,8,11
20161202,21,10,11
20161205,20,9,11
20161206,20,7,13
20161207,20,12,8
20161208,19,7,12
20161209,19,8,11
20161212,21,9,12
20161213,20,12,8
20161214,20,9,11
20161215,20,8,12
20161216,19,8,11
20161219,21,11,10
20161220,22,7,15
20161221,19,10,9
20161222,18,6,12
20161223,19,8,11
20161227,19,11,8
20161228,18,8,10
20161229,20,8,12
20161230,20,12,8
20170103,20,9,11
