date,trade,sell,buy
20170104,27,11,16
20170105,25,12,13
20170106,27,12,15
20170109,25,10,15
20170110,23,12,11
20170111,21,9,12
20170112,20,11,9
20170113,22,14,8
20170117,25,15,10
20170118,24,12,12
20170119,21,13,8
20170120,26,14,12
20170123,24,14,10
20170124,23,13,10
20170125,25,10,15
20170126,25,13,12
20170127,27,16,11
20170130,24,10,14
20170131,25,13,12
20170201,26,10,16
20170202,23,13,10
20170203,24,13,11
20170206,25,12,13
20170207,26,11,15
20170208,21,9,12
20170209,23,12,11
20170210,21,12,9
20170213,22,11,11
20170214,24,11,13
20170215,23,9,14
20170216,21,9,12
20170217,21,9,12
20170221,22,10,12
20170222,20,9,11
20170223,19,7,12
20170224,20,7,13
20170227,19,8,11
20170228,22,12,10
20170301,20,10,10
20170302,18,9,9
20170303,23,8,15
20170306,22,12,10
20170307,22,11,11
20170308,20,8,12
20170309,22,11,11
20170310,19,6,13
20170313,20,5,15
20170314,18,9,9
20170315,20,6,14
20170316,18,7,11
20170317,20,6,14
20170320,21,9,12
20170321,23,7,16
20170322,19,9,10
20170323,21,10,11
20170324,22,8,14
20170327,20,6,14
20170328,20,6,14
20170329,19,10,9
20170330,20,7,13
20170331,20,8,12
20170403,21,5,16
20170404,20,10,10
