date,trade,sell,buy
20170706,23,15,8
20170707,23,13,10
20170710,23,11,12
20170711,18,8,10
20170712,21,12,9
20170713,22,7,15
20170714,26,14,12
20170717,23,13,10
20170718,25,16,9
20170719,23,12,11
20170720,22,13,9
20170721,23,10,13
20170724,21,16,5
20170725,20,11,9
20170726,20,10,10
20170727,19,8,11
20170728,23,23,0
20170731,11,0,11
20170801,14,7,7
20170802,10,1,9
20170803,17,7,10
20170804,18,5,13
20170807,19,9,10
20170808,19,9,10
20170809,18,6,12
20170810,17,10,7
20170811,17,4,13
20170814,14,8,6
20170815,20,11,9
20170816,17,12,5
20170817,19,7,12
20170818,17,4,13
20170821,19,8,11
20170822,15,5,10
20170823,13,8,5
20170824,17,9,8
20170825,17,4,13
20170828,16,7,9
20170829,15,4,11
20170830,15,5,10
20170831,17,4,13
20170901,18,9,9
20170905,17,5,12
20170906,19,9,10
20170907,16,7,9
20170908,20,5,15
20170911,16,8,8
20170912,19,7,12
20170913,20,8,12
20170914,22,10,12
20170915,13,7,6
20170918,18,4,14
20170919,17,9,8
20170920,13,5,8
20170921,17,4,13
20170922,13,6,7
20170925,18,6,12
20170926,17,10,7
20170927,11,3,8
20170928,13,6,7
20170929,11,0,11
20171002,14,5,9
20171003,16,5,11
