date,trade,sell,buy
20190514,26,9,17
20190515,26,10,16
20190516,24,11,13
20190517,27,9,18
20190520,25,11,14
20190521,23,9,14
20190522,27,11,16
20190523,25,10,15
20190524,25,10,15
20190527,23,8,15
20190528,21,7,14
20190529,24,7,17
20190530,22,6,16
20190531,23,9,14
20190603,24,9,15
20190604,20,5,15
20190605,23,8,15
20190607,23,9,14
20190610,24,10,14
20190611,20,7,13
20190612,22,7,15
20190613,21,4,17
20190614,21,8,13
20190617,23,7,16
20190618,22,8,14
20190619,22,7,15
20190620,23,8,15
20190621,22,6,16
20190624,21,7,14
20190625,23,6,17
20190626,19,5,14
20190627,22,6,16
20190628,19,4,15
20190701,20,4,16
20190702,18,5,13
20190703,20,4,16
20190704,19,4,15
20190705,20,5,15
20190708,17,3,14
20190709,19,3,16
20190710,21,4,17
20190711,21,5,16
20190712,18,3,15
20190715,19,4,15
20190716,18,3,15
20190717,18,2,16
20190718,19,6,13
20190719,18,3,15
20190722,18,2,16
20190723,21,3,18
20190724,20,2,18
20190725,19,4,15
20190726,22,4,18
20190729,18,4,14
20190730,20,6,14
20190731,18,6,12
20190801,21,6,15
20190802,20,4,16
20190805,16,2,14
20190806,18,3,15
20190807,18,4,14
20190808,15,3,12
