date,trade,sell,buy
20190812,25,10,15
20190813,25,10,15
20190814,25,13,12
20190816,24,12,12
20190819,24,12,12
20190820,24,12,12
20190821,22,9,13
20190822,24,11,13
20190823,23,10,13
20190826,19,6,13
20190827,20,7,13
20190828,20,8,12
20190829,20,8,12
20190830,18,6,12
20190902,20,6,14
20190903,21,7,14
20190904,22,5,17
20190905,22,7,15
20190906,24,9,15
20190909,24,5,19
20190910,22,3,19
20190911,22,8,14
20190916,21,8,13
20190917,22,8,14
20190918,21,9,12
20190919,21,8,13
20190920,24,8,16
20190923,22,8,14
20190924,23,11,12
20190925,20,9,11
20190926,23,9,14
20190927,22,8,14
20190930,21,6,15
20191001,23,8,15
20191002,22,6,16
20191004,22,4,18
20191007,24,7,17
20191008,24,5,19
20191010,22,4,18
20191011,20,5,15
20191014,22,6,16
20191015,22,5,17
20191016,22,5,17
20191017,23,8,15
20191018,22,8,14
20191021,20,8,12
20191022,20,7,13
20191023,20,5,15
20191024,21,5,16
20191025,20,4,16
20191028,21,5,16
20191029,21,5,16
20191030,19,3,16
20191031,19,4,15
20191101,20,5,15
20191104,20,6,14
20191105,19,6,13
20191106,21,9,12
20191107,20,7,13
20191108,20,8,12
20191111,20,8,12
20191112,21,7,14
