date,trade,sell,buy
20160408,16,5,11
20160411,19,9,10
20160412,17,10,7
20160414,22,10,12
20160415,18,7,11
20160418,19,9,10
20160419,21,8,13
20160420,19,8,11
20160421,23,11,12
20160422,17,10,7
20160425,22,10,12
20160426,21,9,12
20160427,20,11,9
20160428,23,12,11
20160429,22,10,12
20160502,19,8,11
20160503,18,9,9
20160504,24,14,10
20160509,23,10,13
20160510,17,7,10
20160511,22,9,13
20160512,19,10,9
20160513,15,6,9
20160516,18,7,11
20160517,21,10,11
20160518,19,7,12
20160519,18,9,9
20160520,19,7,12
20160523,20,8,12
20160524,20,6,14
20160525,20,6,14
20160526,22,9,13
20160527,23,8,15
20160530,22,12,10
20160531,22,9,13
20160601,21,10,11
20160602,22,13,9
20160603,23,14,9
20160607,24,15,9
20160608,23,12,11
20160609,24,13,11
20160610,21,11,10
20160613,19,10,9
20160614,21,14,7
20160615,21,8,13
20160616,21,11,10
20160617,21,9,12
20160620,23,14,9
20160621,20,12,8
20160622,22,11,11
20160623,22,14,8
20160624,19,10,9
20160627,21,12,9
20160628,18,12,6
20160629,22,8,14
20160630,18,9,9
20160701,19,9,10
20160704,21,12,9
20160705,20,13,7
20160706,18,9,9
20160707,20,8,12
20160708,21,8,13
