date,trade,sell,buy
20170706,22,6,16
20170707,23,12,11
20170710,24,9,15
20170711,21,8,13
20170712,21,11,10
20170713,21,7,14
20170714,23,6,17
20170717,19,6,13
20170718,23,6,17
20170719,24,10,14
20170720,22,7,15
20170721,23,5,18
20170724,22,7,15
20170725,19,5,14
20170726,23,7,16
20170727,22,7,15
20170728,24,24,0
20170731,14,0,14
20170801,12,1,11
20170802,19,5,14
20170803,19,3,16
20170804,17,2,15
20170807,21,4,17
20170808,21,6,15
20170809,21,3,18
20170810,20,8,12
20170811,16,4,12
20170814,19,4,15
20170815,20,5,15
20170816,19,5,14
20170817,20,4,16
20170818,21,6,15
20170821,19,5,14
20170822,21,8,13
20170823,19,3,16
20170824,21,2,19
20170825,19,3,16
20170828,18,4,14
20170829,19,4,15
20170830,18,3,15
20170831,18,7,11
20170901,20,5,15
20170905,21,7,14
20170906,19,5,14
20170907,22,7,15
20170908,17,4,13
20170911,18,3,15
20170912,22,8,14
20170913,20,7,13
20170914,21,5,16
20170915,23,5,18
20170918,19,5,14
20170919,18,5,13
20170920,19,6,13
20170921,21,6,15
20170922,18,4,14
20170925,21,4,17
20170926,18,7,11
20170927,18,6,12
20170928,21,6,15
20170929,17,3,14
20171002,19,4,15
20171003,19,6,13
