date,trade,sell,buy
20170405,22,10,12
20170406,22,11,11
20170407,22,11,11
20170410,22,11,11
20170411,22,10,12
20170412,21,10,11
20170413,20,9,11
20170417,21,9,12
20170418,21,9,12
20170419,20,9,11
20170420,21,9,12
20170421,20,8,12
20170424,21,8,13
20170425,19,7,12
20170426,20,9,11
20170427,19,7,12
20170428,20,8,12
20170501,20,7,13
20170502,20,20,0
20170503,12,0,12
20170504,12,0,12
20170505,12,0,12
20170508,14,0,14
20170509,14,14,0
20170510,0,0,0
20170511,0,0,0
20170512,13,0,13
20170515,13,13,0
20170516,0,0,0
20170517,0,0,0
20170518,0,0,0
20170519,0,0,0
20170522,0,0,0
20170523,11,0,11
20170524,11,0,11
20170525,11,11,0
20170526,12,0,12
20170530,12,1,11
20170531,12,1,11
20170601,12,1,11
20170602,12,0,12
20170605,12,1,11
20170606,13,1,12
20170607,14,2,12
20170608,13,1,12
20170609,14,2,12
20170612,14,1,13
20170613,13,0,13
20170614,13,0,13
20170615,13,0,13
20170616,13,0,13
20170619,13,0,13
20170620,13,0,13
20170621,13,0,13
20170622,13,1,12
20170623,13,1,12
20170626,13,1,12
20170627,13,0,13
20170628,15,1,14
20170629,14,1,13
20170630,15,3,12
20170703,15,3,12
20170705,14,3,11
