date,trade,sell,buy
20161014,24,11,13
20161017,22,11,11
20161018,23,8,15
20161019,22,8,14
20161020,22,9,13
20161021,24,8,16
20161024,24,7,17
20161025,24,11,13
20161026,21,6,15
20161027,20,8,12
20161028,19,6,13
20161031,20,7,13
20161101,19,8,11
20161102,21,4,17
20161103,23,8,15
20161104,23,10,13
20161107,24,10,14
20161108,20,9,11
20161109,21,8,13
20161110,23,7,16
20161111,22,6,16
20161114,21,6,15
20161115,22,7,15
20161116,18,6,12
20161117,19,5,14
20161118,21,4,17
20161121,20,6,14
20161122,22,6,16
20161123,18,3,15
20161124,15,4,11
20161125,21,3,18
20161128,18,5,13
20161129,17,4,13
20161130,17,4,13
20161201,22,6,16
20161202,21,8,13
20161205,21,8,13
20161206,20,6,14
20161207,18,6,12
20161208,20,4,16
20161209,17,2,15
20161212,18,3,15
20161213,19,6,13
20161214,19,3,16
20161215,21,6,15
20161216,22,9,13
20161219,17,3,14
20161220,17,5,12
20161221,22,7,15
20161222,20,7,13
20161223,16,4,12
20161226,18,4,14
20161227,20,5,15
20161228,19,10,9
20161229,19,6,13
20170102,21,5,16
20170103,17,4,13
20170104,15,3,12
20170105,17,3,14
20170106,21,5,16
20170109,14,4,10
20170110,16,1,15
