date,trade,sell,buy
20160408,20,9,11
20160411,27,11,16
20160412,27,10,17
20160414,21,9,12
20160415,26,7,19
20160418,24,9,15
20160419,26,10,16
20160420,22,10,12
20160421,18,7,11
20160422,20,10,10
20160425,22,7,15
20160426,21,11,10
20160427,23,7,16
20160428,20,8,12
20160429,22,11,11
20160502,23,15,8
20160503,22,7,15
20160504,21,8,13
20160509,23,9,14
20160510,22,9,13
20160511,24,10,14
20160512,21,8,13
20160513,26,10,16
20160516,25,8,17
20160517,24,10,14
20160518,19,5,14
20160519,21,5,16
20160520,22,10,12
20160523,20,9,11
20160524,20,7,13
20160525,23,8,15
20160526,22,7,15
20160527,20,9,11
20160530,21,10,11
20160531,21,10,11
20160601,18,8,10
20160602,21,11,10
20160603,24,9,15
20160607,20,7,13
20160608,18,6,12
20160609,24,10,14
20160610,24,8,16
20160613,22,12,10
20160614,18,6,12
20160615,17,4,13
20160616,21,10,11
20160617,20,5,15
20160620,19,6,13
20160621,22,10,12
20160622,17,4,13
20160623,20,9,11
20160624,19,9,10
20160627,21,10,11
20160628,24,5,19
20160629,20,9,11
20160630,23,12,11
20160701,25,12,13
20160704,21,2,19
20160705,19,10,9
20160706,24,12,12
20160707,20,8,12
20160708,22,10,12
