date,trade,sell,buy
20170706,20,7,13
20170707,26,12,14
20170710,21,7,14
20170711,19,7,12
20170712,22,12,10
20170713,22,9,13
20170714,23,9,14
20170717,21,8,13
20170718,24,7,17
20170719,23,8,15
20170720,24,10,14
20170721,22,9,13
20170724,23,13,10
20170725,22,8,14
20170726,21,9,12
20170727,21,8,13
20170728,25,25,0
20170731,9,0,9
20170801,13,2,11
20170802,16,2,14
20170803,21,5,16
20170804,25,8,17
20170807,18,5,13
20170808,15,5,10
20170809,15,1,14
20170810,19,5,14
20170811,24,8,16
20170814,23,12,11
20170815,21,10,11
20170816,16,6,10
20170817,18,7,11
20170818,20,7,13
20170821,21,8,13
20170822,18,8,10
20170823,21,5,16
20170824,23,5,18
20170825,21,8,13
20170828,22,9,13
20170829,20,7,13
20170830,21,7,14
20170831,24,7,17
20170901,19,8,11
20170905,21,7,14
20170906,22,11,11
20170907,20,12,8
20170908,20,6,14
20170911,17,4,13
20170912,20,5,15
20170913,19,6,13
20170914,17,5,12
20170915,19,3,16
20170918,20,7,13
20170919,22,9,13
20170920,19,7,12
20170921,18,5,13
20170922,22,8,14
20170925,21,6,15
20170926,19,9,10
20170927,18,8,10
20170928,20,6,14
20170929,20,7,13
20171002,18,1,17
20171003,20,5,15
