date,trade,sell,buy
20170414,24,10,14
20170417,20,10,10
20170418,23,16,7
20170419,21,7,14
20170420,17,11,6
20170421,21,11,10
20170424,23,11,12
20170425,22,9,13
20170426,18,6,12
20170427,22,12,10
20170428,25,12,13
20170502,23,7,16
20170504,22,8,14
20170508,23,10,13
20170510,24,15,9
20170511,21,14,7
20170512,23,14,9
20170515,20,10,10
20170516,25,16,9
20170517,18,12,6
20170518,21,9,12
20170519,23,11,12
20170522,23,9,14
20170523,23,14,9
20170524,24,11,13
20170525,21,11,10
20170526,22,10,12
20170529,25,19,6
20170530,25,12,13
20170531,26,14,12
20170601,25,15,10
20170602,24,12,12
20170605,24,8,16
20170607,24,12,12
20170608,24,11,13
20170609,23,13,10
20170612,23,13,10
20170613,23,15,8
20170614,20,12,8
20170615,20,9,11
20170616,20,9,11
20170619,22,10,12
20170620,23,8,15
20170621,23,10,13
20170622,25,13,12
20170623,24,15,9
20170626,22,7,15
20170627,19,10,9
20170628,23,10,13
20170629,21,13,8
20170630,21,7,14
20170703,19,6,13
20170704,23,10,13
20170705,21,8,13
20170706,23,10,13
20170707,23,12,11
20170710,19,10,9
20170711,18,13,5
20170712,20,11,9
20170713,23,9,14
20170714,20,10,10
20170717,22,10,12
