date,trade,sell,buy
20170104,20,9,11
20170105,24,11,13
20170106,20,11,9
20170109,24,11,13
20170110,22,11,11
20170111,23,7,16
20170112,24,8,16
20170113,25,14,11
20170117,24,12,12
20170118,18,9,9
20170119,23,12,11
20170120,25,8,17
20170123,24,8,16
20170124,23,14,9
20170125,21,9,12
20170126,24,14,10
20170127,21,8,13
20170130,25,11,14
20170131,22,11,11
20170201,21,7,14
20170202,20,9,11
20170203,21,9,12
20170206,24,10,14
20170207,22,12,10
20170208,21,9,12
20170209,24,12,12
20170210,23,13,10
20170213,24,11,13
20170214,21,13,8
20170215,20,8,12
20170216,24,13,11
20170217,25,11,14
20170221,24,9,15
20170222,22,13,9
20170223,25,11,14
20170224,20,8,12
20170227,26,14,12
20170228,20,8,12
20170301,20,8,12
20170302,19,9,10
20170303,22,13,9
20170306,20,12,8
20170307,27,12,15
20170308,21,11,10
20170309,27,11,16
20170310,20,12,8
20170313,25,7,18
20170314,23,10,13
20170315,20,13,7
20170316,24,12,12
20170317,21,9,12
20170320,23,11,12
20170321,24,11,13
20170322,22,10,12
20170323,21,12,9
20170324,23,12,11
20170327,21,12,9
20170328,23,12,11
20170329,21,14,7
20170330,22,7,15
20170331,23,14,9
20170403,23,12,11
20170404,24,13,11
