date,trade,sell,buy
20171004,26,8,18
20171005,26,11,15
20171006,23,6,17
20171009,25,11,14
20171010,22,11,11
20171011,21,8,13
20171012,22,10,12
20171013,28,11,17
20171016,21,5,16
20171017,24,10,14
20171018,25,8,17
20171019,21,12,9
20171020,18,11,7
20171023,21,3,18
20171024,23,8,15
20171025,22,11,11
20171026,21,9,12
20171027,23,8,15
20171030,24,8,16
20171031,20,9,11
20171101,24,7,17
20171102,19,9,10
20171103,20,7,13
20171106,22,5,17
20171107,21,8,13
20171108,22,8,14
20171109,20,9,11
20171110,22,7,15
20171113,24,4,20
20171114,24,11,13
20171115,25,9,16
20171116,21,8,13
20171117,21,6,15
20171120,21,10,11
20171121,22,9,13
20171122,23,9,14
20171124,19,7,12
20171127,22,7,15
20171128,21,10,11
20171129,23,11,12
20171130,22,7,15
20171201,21,5,16
20171204,19,4,15
20171205,23,9,14
20171206,20,7,13
20171207,25,10,15
20171208,20,11,9
20171211,24,5,19
20171212,23,14,9
20171213,20,8,12
20171214,23,7,16
20171215,23,10,13
20171218,19,5,14
20171219,21,11,10
20171220,24,10,14
20171221,22,6,16
20171222,24,10,14
20171226,23,5,18
20171227,22,5,17
20171228,21,6,15
20171229,21,10,11
20180102,22,11,11
20180103,23,5,18
