date,trade,sell,buy
20180706,15,5,10
20180709,18,3,15
20180710,19,8,11
20180711,17,6,11
20180712,14,4,10
20180713,19,5,14
20180716,11,5,6
20180717,17,4,13
20180718,21,5,16
20180719,17,6,11
20180720,23,9,14
20180723,19,8,11
20180724,22,10,12
20180725,17,6,11
20180726,19,9,10
20180727,15,5,10
20180730,16,5,11
20180731,13,4,9
20180801,15,6,9
20180802,17,17,0
20180803,0,0,0
20180806,0,0,0
20180807,0,0,0
20180808,0,0,0
20180809,0,0,0
20180810,0,0,0
20180813,0,0,0
20180814,0,0,0
20180815,0,0,0
20180816,0,0,0
20180817,0,0,0
20180820,0,0,0
20180821,0,0,0
20180822,0,0,0
20180823,11,0,11
20180824,11,2,9
20180827,17,3,14
20180828,19,7,12
20180829,19,6,13
20180830,20,8,12
20180831,16,16,0
20180904,0,0,0
20180905,13,0,13
20180906,18,6,12
20180907,20,7,13
20180910,17,7,10
20180911,16,5,11
20180912,19,19,0
20180913,0,0,0
20180914,0,0,0
20180917,0,0,0
20180918,13,0,13
20180919,13,13,0
20180920,12,0,12
20180921,17,2,15
20180924,16,2,14
20180925,16,8,8
20180926,14,6,8
20180927,16,9,7
20180928,20,20,0
20181001,0,0,0
20181002,0,0,0
20181003,0,0,0
