date,trade,sell,buy
20171025,27,10,17
20171026,27,9,18
20171027,27,13,14
20171030,26,12,14
20171031,25,10,15
20171101,24,8,16
20171102,28,12,16
20171103,27,12,15
20171106,27,6,21
20171107,26,11,15
20171108,25,11,14
20171109,24,11,13
20171110,29,8,21
20171113,29,10,19
20171114,28,13,15
20171115,25,9,16
20171116,24,10,14
20171117,26,9,17
20171120,27,12,15
20171121,28,12,16
20171122,26,11,15
20171123,23,11,12
20171124,26,10,16
20171127,23,9,14
20171128,27,7,20
20171129,24,8,16
20171130,26,8,18
20171201,27,8,19
20171204,25,9,16
20171205,29,8,21
20171206,23,6,17
20171207,24,10,14
20171208,25,8,17
20171211,27,8,19
20171212,27,6,21
20171213,26,8,18
20171214,22,8,14
20171215,24,7,17
20171218,22,4,18
20171219,23,5,18
20171220,23,5,18
20171221,24,3,21
20171222,21,8,13
20171226,21,8,13
20171227,24,7,17
20171228,25,9,16
20180102,21,7,14
20180103,20,5,15
20180104,21,4,17
20180105,23,8,15
20180108,25,5,20
20180109,20,20,0
20180110,15,0,15
20180111,19,3,16
20180112,18,6,12
20180115,17,17,0
20180116,0,0,0
20180117,12,0,12
20180118,18,4,14
20180119,19,7,12
20180122,19,4,15
20180123,21,8,13
