date,trade,sell,buy
20180125,21,11,10
20180126,25,6,19
20180129,17,5,12
20180130,23,6,17
20180131,23,13,10
20180201,20,7,13
20180202,19,6,13
20180205,23,7,16
20180206,25,7,18
20180207,20,6,14
20180208,22,9,13
20180209,21,9,12
20180212,21,9,12
20180213,23,8,15
20180214,23,13,10
20180219,21,6,15
20180220,24,6,18
20180221,24,9,15
20180222,24,13,11
20180223,20,7,13
20180226,23,5,18
20180227,25,10,15
20180228,22,12,10
20180302,25,10,15
20180305,24,8,16
20180306,22,7,15
20180307,19,7,12
20180308,23,9,14
20180309,20,4,16
20180312,18,7,11
20180313,20,4,16
20180314,23,8,15
20180315,21,5,16
20180316,23,6,17
20180319,26,10,16
20180320,21,7,14
20180321,23,9,14
20180322,20,7,13
20180323,20,7,13
20180326,20,5,15
20180327,22,10,12
20180328,22,6,16
20180329,22,8,14
20180330,25,10,15
20180402,26,10,16
20180403,24,11,13
20180404,21,10,11
20180405,18,6,12
20180406,25,8,17
20180409,24,8,16
20180410,22,9,13
20180411,20,6,14
20180412,20,6,14
20180413,20,8,12
20180416,18,8,10
20180417,23,8,15
20180418,25,10,15
20180419,23,9,14
20180420,20,9,11
20180423,22,8,14
20180424,25,13,12
20180425,25,8,17
