date,trade,sell,buy
20180427,28,6,22
20180430,24,10,14
20180502,23,11,12
20180503,23,11,12
20180504,24,10,14
20180508,26,10,16
20180509,24,13,11
20180510,25,11,14
20180511,24,11,13
20180514,24,14,10
20180515,23,10,13
20180516,24,10,14
20180517,26,11,15
20180518,22,8,14
20180521,21,8,13
20180523,25,8,17
20180524,24,24,0
20180525,0,0,0
20180528,11,0,11
20180529,12,6,6
20180530,11,11,0
20180531,0,0,0
20180601,14,0,14
20180604,18,2,16
20180605,16,2,14
20180607,19,6,13
20180608,23,10,13
20180611,24,10,14
20180612,23,9,14
20180614,20,10,10
20180615,19,6,13
20180618,19,19,0
20180619,15,0,15
20180620,20,5,15
20180621,20,20,0
20180622,0,0,0
20180625,0,0,0
20180626,0,0,0
20180627,16,0,16
20180628,19,4,15
20180629,19,7,12
20180702,18,4,14
20180703,18,7,11
20180704,20,6,14
20180705,22,4,18
20180706,22,9,13
20180709,21,10,11
20180710,19,19,0
20180711,13,0,13
20180712,20,6,14
20180713,24,5,19
20180716,20,5,15
20180717,19,19,0
20180718,12,0,12
20180719,14,4,10
20180720,23,7,16
20180723,22,8,14
20180724,20,9,11
20180725,24,7,17
20180726,21,7,14
20180727,23,8,15
20180730,24,9,15
