date,trade,sell,buy
20200521,24,9,15
20200522,21,8,13
20200525,27,9,18
20200526,25,9,16
20200527,24,9,15
20200528,28,8,20
20200529,24,7,17
20200601,23,9,14
20200602,25,8,17
20200603,25,11,14
20200604,25,6,19
20200605,28,10,18
20200608,24,9,15
20200609,24,9,15
20200610,26,8,18
20200611,26,11,15
20200612,23,10,13
20200615,24,9,15
20200616,24,9,15
20200617,24,10,14
20200618,20,7,13
20200619,25,10,15
20200622,20,7,13
20200623,22,7,15
20200624,23,10,13
20200625,17,6,11
20200626,24,7,17
20200629,20,7,13
20200630,22,7,15
20200701,23,8,15
20200702,23,6,17
20200703,24,11,13
20200706,22,7,15
20200707,21,9,12
20200708,18,6,12
20200709,21,9,12
20200710,22,8,14
20200713,21,6,15
20200714,21,8,13
20200715,22,8,14
20200716,18,6,12
20200717,20,5,15
20200720,21,4,17
20200721,21,5,16
20200722,22,3,19
20200723,21,5,16
20200724,21,3,18
20200727,20,1,19
20200728,19,4,15
20200729,18,4,14
20200730,19,1,18
20200731,17,6,11
20200803,19,5,14
20200804,20,5,15
20200805,21,8,13
20200806,20,4,16
20200807,17,2,15
20200810,20,6,14
20200811,21,4,17
20200812,19,5,14
20200813,22,3,19
20200814,21,6,15
