date,trade,sell,buy
20160408,20,5,15
20160411,19,3,16
20160412,19,8,11
20160414,13,3,10
20160415,21,2,19
20160418,21,6,15
20160419,22,4,18
20160420,18,3,15
20160421,19,6,13
20160422,18,6,12
20160425,19,7,12
20160426,22,11,11
20160427,21,7,14
20160428,19,7,12
20160429,24,10,14
20160502,21,6,15
20160503,20,8,12
20160504,20,8,12
20160509,21,7,14
20160510,22,6,16
20160511,23,6,17
20160512,19,5,14
20160513,19,7,12
20160516,20,4,16
20160517,18,5,13
20160518,18,4,14
20160519,18,4,14
20160520,19,3,16
20160523,19,3,16
20160524,16,1,15
20160525,21,4,17
20160526,15,2,13
20160527,21,3,18
20160530,18,3,15
20160531,18,2,16
20160601,16,2,14
20160602,14,1,13
20160603,14,3,11
20160607,16,3,13
20160608,18,1,17
20160609,20,2,18
20160610,18,3,15
20160613,16,2,14
20160614,15,2,13
20160615,16,1,15
20160616,19,3,16
20160617,17,1,16
20160620,17,2,15
20160621,18,3,15
20160622,16,3,13
20160623,15,3,12
20160624,15,1,14
20160627,16,5,11
20160628,16,0,16
20160629,19,2,17
20160630,14,1,13
20160701,17,6,11
20160704,13,1,12
20160705,15,4,11
20160706,17,4,13
20160707,18,4,14
20160708,19,2,17
