date,trade,sell,buy
20171025,22,14,8
20171026,22,14,8
20171027,23,13,10
20171030,23,15,8
20171031,23,11,12
20171101,26,13,13
20171102,21,12,9
20171103,23,14,9
20171106,20,9,11
20171107,21,7,14
20171108,23,12,11
20171109,22,11,11
20171110,19,10,9
20171113,19,11,8
20171114,19,8,11
20171115,21,12,9
20171116,19,11,8
20171117,22,12,10
20171120,20,12,8
20171121,20,9,11
20171122,20,10,10
20171123,19,12,7
20171124,22,13,9
20171127,22,10,12
20171128,21,9,12
20171129,22,13,9
20171130,22,11,11
20171201,19,8,11
20171204,20,12,8
20171205,18,7,11
20171206,14,9,5
20171207,20,10,10
20171208,21,11,10
20171211,20,10,10
20171212,17,9,8
20171213,16,10,6
20171214,14,7,7
20171215,18,10,8
20171218,19,8,11
20171219,20,9,11
20171220,16,4,12
20171221,19,9,10
20171222,16,7,9
20171226,17,2,15
20171227,19,8,11
20171228,18,10,8
20180102,17,8,9
20180103,18,5,13
20180104,18,8,10
20180105,18,7,11
20180108,16,6,10
20180109,20,20,0
20180110,10,0,10
20180111,15,4,11
20180112,17,8,9
20180115,15,15,0
20180116,0,0,0
20180117,9,0,9
20180118,12,2,10
20180119,13,5,8
20180122,13,1,12
20180123,16,5,11
