date,trade,sell,buy
20190812,23,10,13
20190813,22,9,13
20190814,21,7,14
20190816,22,8,14
20190819,19,5,14
20190820,24,10,14
20190821,23,9,14
20190822,22,9,13
20190823,20,8,12
20190826,20,9,11
20190827,22,9,13
20190828,18,8,10
20190829,18,7,11
20190830,20,16,4
20190902,22,15,7
20190903,21,11,10
20190904,23,15,8
20190905,24,12,12
20190906,26,15,11
20190909,23,13,10
20190910,21,14,7
20190911,25,7,18
20190916,22,12,10
20190917,22,9,13
20190918,25,11,14
20190919,23,14,9
20190920,23,7,16
20190923,25,11,14
20190924,26,14,12
20190925,24,11,13
20190926,23,14,9
20190927,25,14,11
20190930,18,8,10
20191001,21,13,8
20191002,19,10,9
20191004,21,11,10
20191007,20,11,9
20191008,22,11,11
20191010,24,15,9
20191011,19,10,9
20191014,19,12,7
20191015,22,7,15
20191016,19,10,9
20191017,22,14,8
20191018,22,11,11
20191021,18,7,11
20191022,19,6,13
20191023,19,9,10
20191024,17,9,8
20191025,23,12,11
20191028,21,10,11
20191029,21,6,15
20191030,20,8,12
20191031,22,8,14
20191101,21,8,13
20191104,21,5,16
20191105,23,12,11
20191106,20,10,10
20191107,20,12,8
20191108,22,8,14
20191111,23,11,12
20191112,23,14,9
