date,trade,sell,buy
20170112,22,4,18
20170113,21,5,16
20170116,22,3,19
20170117,20,2,18
20170118,22,3,19
20170119,21,4,17
20170120,20,4,16
20170123,20,2,18
20170124,21,3,18
20170125,21,3,18
20170126,22,2,20
20170131,20,2,18
20170201,25,5,20
20170202,22,5,17
20170203,23,4,19
20170206,25,3,22
20170207,23,6,17
20170208,20,4,16
20170209,23,4,19
20170210,19,4,15
20170213,23,5,18
20170214,24,3,21
20170215,21,3,18
20170216,23,4,19
20170217,22,5,17
20170220,21,1,20
20170221,22,5,17
20170222,20,2,18
20170223,24,3,21
20170224,20,3,17
20170227,18,3,15
20170228,22,1,21
20170302,21,2,19
20170303,22,2,20
20170306,21,2,19
20170307,21,5,16
20170308,18,2,16
20170309,19,2,17
20170310,23,3,20
20170313,18,4,14
20170314,18,3,15
20170315,20,1,19
20170316,21,2,19
20170317,22,2,20
20170320,25,5,20
20170321,21,3,18
20170322,21,3,18
20170323,16,1,15
20170324,19,2,17
20170327,21,0,21
20170328,19,1,18
20170329,18,1,17
20170330,21,1,20
20170331,18,1,17
20170403,21,2,19
20170404,21,2,19
20170405,21,4,17
20170406,19,1,18
20170407,20,0,20
20170410,18,2,16
20170411,20,1,19
20170412,18,3,15
