date,trade,sell,buy
20191114,23,5,18
20191115,20,9,11
20191118,22,6,16
20191119,24,10,14
20191120,26,8,18
20191121,22,11,11
20191122,24,6,18
20191125,24,12,12
20191126,24,6,18
20191127,22,8,14
20191128,24,8,16
20191129,23,12,11
20191202,27,9,18
20191203,25,10,15
20191204,27,11,16
20191205,22,6,16
20191206,19,4,15
20191209,20,4,16
20191210,18,3,15
20191211,19,5,14
20191212,21,9,12
20191213,22,4,18
20191216,24,7,17
20191217,22,3,19
20191218,18,6,12
20191219,19,7,12
20191220,19,6,13
20191223,16,1,15
20191224,21,5,16
20191226,20,9,11
20191227,19,6,13
20191230,19,3,16
20200102,20,6,14
20200103,20,6,14
20200106,20,1,19
20200107,19,4,15
20200108,22,2,20
20200109,16,2,14
20200110,16,3,13
20200113,17,3,14
20200114,19,3,16
20200115,18,3,15
20200116,20,1,19
20200117,17,2,15
20200120,16,3,13
20200121,16,1,15
20200122,14,3,11
20200123,20,4,16
20200128,18,6,12
20200129,17,2,15
20200130,20,3,17
20200131,16,3,13
20200203,21,6,15
20200204,18,3,15
20200205,20,5,15
20200206,21,6,15
20200207,19,2,17
20200210,19,3,16
20200211,15,3,12
20200212,18,4,14
20200213,17,4,13
20200214,16,4,12
