,0
0,-406.45811310061254
1,-2586.4227083470905
2,-6291.781654557912
3,-4810.30103978666
4,2343.492112461943
5,2842.806315890164
6,-14510.592697503977
7,7465.628868711065
8,-20686.833332998678
9,944.4191972292028
10,-18024.158558848314
11,6727.653546126792
12,17235.55087322055
13,-16115.169484166428
14,15066.532143398072
15,-26590.90034592827
16,12929.203138750978
17,23065.7918280554
18,485.5992811523611
19,-26856.136353951995
20,17801.32184172049
21,14152.358988339081
22,-6081.299661469064
23,-20799.98162995209
24,-6009.149208860355
25,-12216.187118220609
26,-29428.488663728116
27,18060.077392950072
28,19838.894721223623
29,18421.409923023777
30,652.4353483580053
31,-5065.762726249406
32,13336.071428997442
33,-12416.305954459822
34,1048.864184801816
35,12677.825278837467
36,942.3075356089976
37,-4085.6386898997007
38,21732.970504396246
39,2208.858999719494
40,6250.576815757668
41,7551.2704395317705
42,7533.479927651817
43,-13744.80630643142
44,-513.2690024063922
45,772.637797837262
46,13736.553679335164
47,3867.178531880374
48,348.87009999051224
49,6006.201965672779
50,16277.46678880928
51,11271.249796204735
52,6483.639028921025
53,-3850.3994981956203
54,-13638.631628176896
55,1943.151089965948
56,-384.3776692437241
57,5498.446485618362
58,-59.03733760607429
59,-2669.8413554062136
60,6366.582660884596
61,-5757.4677985571325
