date,trade,sell,buy
20160106,17,0,17
20160107,16,1,15
20160108,17,4,13
20160111,16,2,14
20160112,16,1,15
20160113,17,1,16
20160114,17,3,14
20160115,17,2,15
20160118,19,5,14
20160119,20,3,17
20160120,16,1,15
20160121,18,4,14
20160122,18,2,16
20160125,19,2,17
20160126,19,3,16
20160127,18,2,16
20160128,19,3,16
20160129,15,2,13
20160201,16,2,14
20160202,16,5,11
20160203,20,3,17
20160204,17,1,16
20160205,19,3,16
20160211,21,6,15
20160212,21,6,15
20160215,20,3,17
20160216,20,5,15
20160217,20,6,14
20160218,20,9,11
20160219,18,11,7
20160222,18,6,12
20160223,21,10,11
20160224,21,10,11
20160225,19,10,9
20160226,20,9,11
20160229,20,11,9
20160302,21,8,13
20160303,22,10,12
20160304,21,10,11
20160307,23,10,13
20160308,21,9,12
20160309,22,12,10
20160310,23,9,14
20160311,21,8,13
20160314,21,8,13
20160315,22,6,16
20160316,23,7,16
20160317,22,9,13
20160318,21,9,12
20160321,20,9,11
20160322,19,10,9
20160323,20,9,11
20160324,21,9,12
20160325,19,6,13
20160328,21,8,13
20160329,19,6,13
20160330,20,8,12
20160331,20,7,13
20160401,17,5,12
20160404,23,6,17
20160405,21,5,16
20160406,24,5,19
