date,trade,sell,buy
20170414,26,17,9
20170417,27,14,13
20170418,25,17,8
20170419,26,13,13
20170420,23,13,10
20170421,23,10,13
20170424,24,11,13
20170425,25,12,13
20170426,24,13,11
20170427,24,9,15
20170428,24,11,13
20170502,25,13,12
20170504,23,9,14
20170508,22,11,11
20170510,23,7,16
20170511,23,9,14
20170512,23,10,13
20170515,23,12,11
20170516,24,13,11
20170517,23,11,12
20170518,22,11,11
20170519,22,10,12
20170522,23,9,14
20170523,24,10,14
20170524,23,9,14
20170525,22,8,14
20170526,20,8,12
20170529,24,8,16
20170530,21,7,14
20170531,21,7,14
20170601,21,7,14
20170602,23,12,11
20170605,20,10,10
20170607,22,8,14
20170608,21,8,13
20170609,21,11,10
20170612,23,10,13
20170613,21,7,14
20170614,22,9,13
20170615,21,5,16
20170616,21,6,15
20170619,21,8,13
20170620,21,6,15
20170621,23,8,15
20170622,24,7,17
20170623,23,9,14
20170626,25,9,16
20170627,23,10,13
20170628,22,11,11
20170629,22,8,14
20170630,22,8,14
20170703,22,8,14
20170704,21,7,14
20170705,22,8,14
20170706,23,9,14
20170707,22,10,12
20170710,23,9,14
20170711,22,11,11
20170712,22,9,13
20170713,22,9,13
20170714,21,11,10
20170717,23,13,10
