date,trade,sell,buy
20190211,24,11,13
20190212,23,12,11
20190213,25,13,12
20190214,26,15,11
20190215,24,12,12
20190218,25,9,16
20190219,26,13,13
20190220,25,12,13
20190221,27,14,13
20190222,27,14,13
20190225,26,12,14
20190226,25,13,12
20190227,27,13,14
20190228,27,13,14
20190304,27,13,14
20190305,28,13,15
20190306,27,13,14
20190307,25,12,13
20190308,27,14,13
20190311,27,11,16
20190312,27,14,13
20190313,26,12,14
20190314,25,13,12
20190315,25,13,12
20190318,25,12,13
20190319,23,12,11
20190320,24,11,13
20190321,23,10,13
20190322,23,12,11
20190325,23,11,12
20190326,21,11,10
20190327,24,12,12
20190328,23,13,10
20190329,23,12,11
20190401,23,15,8
20190402,21,11,10
20190403,24,12,12
20190404,22,9,13
20190405,23,8,15
20190408,24,8,16
20190409,25,8,17
20190410,23,10,13
20190411,24,8,16
20190412,22,8,14
20190415,26,11,15
20190416,27,10,17
20190417,25,11,14
20190418,27,12,15
20190419,26,13,13
20190422,25,13,12
20190423,26,10,16
20190424,25,10,15
20190425,25,12,13
20190426,22,11,11
20190429,23,12,11
20190430,24,12,12
20190502,21,10,11
20190503,20,6,14
20190507,23,10,13
20190508,23,13,10
20190509,22,9,13
20190510,20,10,10
