date,trade,sell,buy
20160106,15,0,15
20160107,15,1,14
20160108,15,2,13
20160111,16,4,12
20160112,15,1,14
20160113,14,0,14
20160114,15,1,14
20160115,16,4,12
20160118,15,2,13
20160119,14,1,13
20160120,14,3,11
20160121,14,3,11
20160122,14,2,12
20160125,14,2,12
20160126,14,1,13
20160127,13,1,12
20160128,13,2,11
20160129,16,2,14
20160201,15,3,12
20160202,17,5,12
20160203,15,2,13
20160204,15,2,13
20160205,17,4,13
20160211,14,2,12
20160212,15,2,13
20160215,17,4,13
20160216,17,3,14
20160217,18,5,13
20160218,19,4,15
20160219,19,4,15
20160222,20,3,17
20160223,19,8,11
20160224,19,6,13
20160225,19,4,15
20160226,18,5,13
20160229,19,5,14
20160302,22,8,14
20160303,19,5,14
20160304,21,5,16
20160307,19,5,14
20160308,20,4,16
20160309,19,2,17
20160310,19,3,16
20160311,22,3,19
20160314,21,4,17
20160315,21,3,18
20160316,22,2,20
20160317,22,5,17
20160318,22,6,16
20160321,22,6,16
20160322,22,7,15
20160323,23,6,17
20160324,21,4,17
20160325,23,5,18
20160328,21,6,15
20160329,21,6,15
20160330,23,7,16
20160331,22,7,15
20160401,23,8,15
20160404,24,9,15
20160405,22,8,14
20160406,23,7,16
