date,trade,sell,buy
20171025,25,10,15
20171026,26,8,18
20171027,24,11,13
20171030,23,10,13
20171031,28,10,18
20171101,28,11,17
20171102,26,10,16
20171103,28,10,18
20171106,27,10,17
20171107,26,10,16
20171108,28,13,15
20171109,27,8,19
20171110,24,7,17
20171113,28,11,17
20171114,27,10,17
20171115,25,9,16
20171116,25,10,15
20171117,27,11,16
20171120,25,13,12
20171121,26,10,16
20171122,24,9,15
20171123,24,11,13
20171124,24,10,14
20171127,23,11,12
20171128,25,13,12
20171129,26,14,12
20171130,24,15,9
20171201,27,15,12
20171204,26,17,9
20171205,27,14,13
20171206,26,14,12
20171207,25,13,12
20171208,23,13,10
20171211,24,14,10
20171212,24,11,13
20171213,24,15,9
20171214,25,11,14
20171215,27,13,14
20171218,25,15,10
20171219,25,10,15
20171220,26,14,12
20171221,22,10,12
20171222,21,9,12
20171226,21,8,13
20171227,22,9,13
20171228,23,10,13
20180102,20,5,15
20180103,21,5,16
20180104,21,6,15
20180105,20,6,14
20180108,25,4,21
20180109,22,22,0
20180110,16,0,16
20180111,19,3,16
20180112,19,3,16
20180115,16,16,0
20180116,0,0,0
20180117,16,0,16
20180118,18,2,16
20180119,18,4,14
20180122,18,3,15
20180123,19,3,16
