date,trade,sell,buy
20171004,24,10,14
20171005,25,13,12
20171006,22,10,12
20171009,25,12,13
20171010,22,12,10
20171011,21,9,12
20171012,23,11,12
20171013,21,10,11
20171016,18,12,6
20171017,23,10,13
20171018,20,13,7
20171019,26,13,13
20171020,25,9,16
20171023,20,12,8
20171024,24,9,15
20171025,24,12,12
20171026,23,12,11
20171027,25,13,12
20171030,23,16,7
20171031,26,17,9
20171101,20,8,12
20171102,22,14,8
20171103,20,10,10
20171106,21,13,8
20171107,24,10,14
20171108,24,11,13
20171109,25,8,17
20171110,23,12,11
20171113,26,7,19
20171114,22,11,11
20171115,23,13,10
20171116,21,9,12
20171117,21,9,12
20171120,23,11,12
20171121,24,17,7
20171122,24,11,13
20171124,24,12,12
20171127,26,15,11
20171128,20,8,12
20171129,24,9,15
20171130,19,8,11
20171201,20,5,15
20171204,24,10,14
20171205,21,9,12
20171206,21,9,12
20171207,21,8,13
20171208,15,7,8
20171211,20,8,12
20171212,22,8,14
20171213,23,9,14
20171214,20,10,10
20171215,20,6,14
20171218,18,6,12
20171219,22,11,11
20171220,22,12,10
20171221,20,9,11
20171222,22,7,15
20171226,22,5,17
20171227,19,10,9
20171228,19,11,8
20171229,20,9,11
20180102,21,9,12
20180103,22,8,14
