date,trade,sell,buy
20171004,28,10,18
20171005,29,14,15
20171006,27,10,17
20171009,28,11,17
20171010,28,8,20
20171011,29,11,18
20171012,30,11,19
20171013,29,11,18
20171016,30,10,20
20171017,30,10,20
20171018,25,7,18
20171019,27,7,20
20171020,28,9,19
20171023,25,5,20
20171024,25,5,20
20171025,23,3,20
20171026,24,3,21
20171027,24,3,21
20171030,23,2,21
20171031,25,5,20
20171101,25,5,20
20171102,25,4,21
20171103,25,5,20
20171106,25,5,20
20171107,23,4,19
20171108,24,4,20
20171109,25,7,18
20171110,25,8,17
20171113,24,9,15
20171114,23,8,15
20171115,22,7,15
20171116,21,4,17
20171117,22,7,15
20171120,23,4,19
20171121,23,5,18
20171122,22,4,18
20171124,23,5,18
20171127,22,5,17
20171128,22,5,17
20171129,22,6,16
20171130,24,5,19
20171201,21,2,19
20171204,23,5,18
20171205,23,5,18
20171206,22,5,17
20171207,24,5,19
20171208,23,7,16
20171211,22,4,18
20171212,25,5,20
20171213,23,3,20
20171214,23,2,21
20171215,21,6,15
20171218,25,6,19
20171219,25,6,19
20171220,25,6,19
20171221,23,6,17
20171222,25,5,20
20171226,24,4,20
20171227,23,4,19
20171228,25,5,20
20171229,24,4,20
20180102,23,6,17
20180103,23,7,16
