date,trade,sell,buy
20171004,21,12,9
20171005,16,5,11
20171006,21,10,11
20171009,23,9,14
20171010,20,6,14
20171011,24,9,15
20171012,26,12,14
20171013,22,9,13
20171016,23,12,11
20171017,22,6,16
20171018,23,10,13
20171019,23,9,14
20171020,24,12,12
20171023,18,10,8
20171024,21,10,11
20171025,22,11,11
20171026,22,14,8
20171027,25,11,14
20171030,19,9,10
20171031,22,10,12
20171101,24,9,15
20171102,23,11,12
20171103,19,12,7
20171106,19,6,13
20171107,23,11,12
20171108,21,9,12
20171109,22,8,14
20171110,21,11,10
20171113,23,7,16
20171114,19,5,14
20171115,20,11,9
20171116,20,6,14
20171117,15,5,10
20171120,17,6,11
20171121,21,7,14
20171122,26,8,18
20171124,25,12,13
20171127,21,10,11
20171128,22,7,15
20171129,20,7,13
20171130,20,4,16
20171201,18,8,10
20171204,17,6,11
20171205,20,11,9
20171206,22,11,11
20171207,21,10,11
20171208,18,7,11
20171211,16,5,11
20171212,20,3,17
20171213,19,8,11
20171214,20,7,13
20171215,22,12,10
20171218,20,10,10
20171219,22,8,14
20171220,21,9,12
20171221,21,8,13
20171222,19,10,9
20171226,13,1,12
20171227,20,9,11
20171228,21,7,14
20171229,21,7,14
20180102,16,6,10
20180103,19,6,13
