date,trade,sell,buy
20170414,25,9,16
20170417,24,8,16
20170418,26,10,16
20170419,27,11,16
20170420,26,10,16
20170421,26,13,13
20170424,24,9,15
20170425,27,12,15
20170426,27,11,16
20170427,27,9,18
20170428,26,9,17
20170502,24,7,17
20170504,27,7,20
20170508,25,6,19
20170510,28,8,20
20170511,26,11,15
20170512,26,12,14
20170515,26,13,13
20170516,28,13,15
20170517,27,11,16
20170518,26,13,13
20170519,26,11,15
20170522,26,12,14
20170523,25,14,11
20170524,25,14,11
20170525,25,14,11
20170526,23,13,10
20170529,25,15,10
20170530,25,14,11
20170531,25,14,11
20170601,23,12,11
20170602,24,11,13
20170605,22,9,13
20170607,23,10,13
20170608,21,8,13
20170609,21,9,12
20170612,22,9,13
20170613,23,9,14
20170614,21,9,12
20170615,22,7,15
20170616,22,8,14
20170619,23,7,16
20170620,23,7,16
20170621,23,8,15
20170622,22,8,14
20170623,21,5,16
20170626,22,7,15
20170627,22,7,15
20170628,23,8,15
20170629,22,11,11
20170630,22,10,12
20170703,22,10,12
20170704,23,11,12
20170705,24,10,14
20170706,23,7,16
20170707,23,6,17
20170710,23,9,14
20170711,22,8,14
20170712,24,11,13
20170713,24,8,16
20170714,24,10,14
20170717,23,9,14
