date,trade,sell,buy
20191114,23,13,10
20191115,25,15,10
20191118,26,15,11
20191119,24,18,6
20191120,24,19,5
20191121,21,14,7
20191122,22,15,7
20191125,23,13,10
20191126,24,12,12
20191127,25,16,9
20191128,25,18,7
20191129,24,12,12
20191202,24,14,10
20191203,23,14,9
20191204,22,14,8
20191205,19,13,6
20191206,24,15,9
20191209,22,13,9
20191210,22,15,7
20191211,21,9,12
20191212,22,11,11
20191213,26,16,10
20191216,20,15,5
20191217,26,17,9
20191218,24,16,8
20191219,22,14,8
20191220,25,14,11
20191223,22,14,8
20191224,24,16,8
20191226,21,13,8
20191227,20,12,8
20191230,24,15,9
20200102,26,17,9
20200103,20,12,8
20200106,20,14,6
20200107,20,13,7
20200108,23,11,12
20200109,19,14,5
20200110,18,13,5
20200113,18,11,7
20200114,18,12,6
20200115,21,15,6
20200116,18,11,7
20200117,19,9,10
20200120,19,13,6
20200121,19,8,11
20200122,19,13,6
20200123,18,11,7
20200128,19,12,7
20200129,18,12,6
20200130,20,8,12
20200131,22,11,11
20200203,19,7,12
20200204,18,8,10
20200205,16,9,7
20200206,14,7,7
20200207,19,12,7
20200210,19,10,9
20200211,17,10,7
20200212,16,9,7
20200213,17,9,8
20200214,16,8,8
