date,trade,sell,buy
20160105,18,0,18
20160106,21,4,17
20160107,20,3,17
20160108,19,3,16
20160111,19,2,17
20160112,18,2,16
20160113,19,2,17
20160114,19,3,16
20160115,20,4,16
20160119,18,2,16
20160120,19,2,17
20160121,19,2,17
20160122,18,1,17
20160125,19,0,19
20160126,19,0,19
20160127,20,1,19
20160128,20,5,15
20160129,20,5,15
20160201,23,4,19
20160202,23,6,17
20160203,22,5,17
20160204,25,8,17
20160205,24,10,14
20160208,25,10,15
20160209,24,8,16
20160210,23,8,15
20160211,21,8,13
20160212,25,10,15
20160216,24,7,17
20160217,23,8,15
20160218,23,7,16
20160219,23,6,17
20160222,25,10,15
20160223,25,6,19
20160224,22,5,17
20160225,23,7,16
20160226,23,3,20
20160229,22,5,17
20160301,21,6,15
20160302,20,3,17
20160303,20,4,16
20160304,21,5,16
20160307,20,5,15
20160308,23,4,19
20160309,23,7,16
20160310,25,11,14
20160311,24,12,12
20160314,25,9,16
20160315,23,9,14
20160316,22,10,12
20160317,22,11,11
20160318,22,11,11
20160321,21,11,10
20160322,22,11,11
20160323,21,9,12
20160324,20,8,12
20160328,19,8,11
20160329,17,7,10
20160330,19,7,12
20160331,19,7,12
20160401,18,7,11
20160404,20,8,12
20160405,19,10,9
