date,trade,sell,buy
20160105,14,0,14
20160106,16,5,11
20160107,16,4,12
20160108,20,3,17
20160111,17,5,12
20160112,20,6,14
20160113,23,9,14
20160114,18,9,9
20160115,15,4,11
20160119,15,5,10
20160120,17,4,13
20160121,20,7,13
20160122,15,4,11
20160125,18,5,13
20160126,20,5,15
20160127,16,5,11
20160128,20,6,14
20160129,19,8,11
20160201,16,8,8
20160202,19,8,11
20160203,13,3,10
20160204,16,3,13
20160205,18,3,15
20160208,14,3,11
20160209,18,5,13
20160210,20,6,14
20160211,20,9,11
20160212,18,6,12
20160216,16,4,12
20160217,18,7,11
20160218,15,2,13
20160219,19,4,15
20160222,18,6,12
20160223,22,4,18
20160224,22,6,16
20160225,21,9,12
20160226,22,6,16
20160229,18,3,15
20160301,19,5,14
20160302,21,8,13
20160303,15,4,11
20160304,19,3,16
20160307,19,5,14
20160308,19,6,13
20160309,20,4,16
20160310,20,7,13
20160311,16,5,11
20160314,17,5,12
20160315,19,5,14
20160316,19,8,11
20160317,17,5,12
20160318,20,7,13
20160321,19,6,13
20160322,23,5,18
20160323,18,8,10
20160324,21,8,13
20160328,21,5,16
20160329,19,9,10
20160330,18,3,15
20160331,19,8,11
20160401,17,6,11
20160404,22,8,14
20160405,19,4,15
