date,trade,sell,buy
20160712,19,11,8
20160713,20,8,12
20160714,24,9,15
20160715,24,11,13
20160718,23,15,8
20160719,17,4,13
20160720,23,14,9
20160721,25,12,13
20160722,23,11,12
20160725,24,14,10
20160726,23,14,9
20160727,22,12,10
20160728,23,9,14
20160729,21,9,12
20160801,25,14,11
20160802,24,14,10
20160803,25,12,13
20160804,22,13,9
20160805,26,16,10
20160808,24,14,10
20160809,24,13,11
20160810,22,13,9
20160811,25,12,13
20160812,23,9,14
20160816,22,15,7
20160817,27,13,14
20160818,22,11,11
20160819,25,14,11
20160822,26,17,9
20160823,22,15,7
20160824,23,10,13
20160825,21,8,13
20160826,20,8,12
20160829,18,11,7
20160830,22,13,9
20160831,21,8,13
20160901,23,12,11
20160902,26,17,9
20160905,25,13,12
20160906,23,9,14
20160907,23,16,7
20160908,20,11,9
20160909,24,17,7
20160912,24,9,15
20160913,25,15,10
20160919,27,15,12
20160920,25,15,10
20160921,25,13,12
20160922,25,13,12
20160923,23,12,11
20160926,22,11,11
20160927,23,13,10
20160928,24,10,14
20160929,24,12,12
20160930,21,8,13
20161004,23,15,8
20161005,26,15,11
20161006,20,11,9
20161007,26,15,11
20161010,21,11,10
20161011,24,9,15
20161012,24,16,8
