date,trade,sell,buy
20171004,20,6,14
20171005,20,7,13
20171006,19,7,12
20171009,20,7,13
20171010,21,6,15
20171011,22,12,10
20171012,23,10,13
20171013,22,8,14
20171016,25,8,17
20171017,23,12,11
20171018,16,8,8
20171019,20,4,16
20171020,20,9,11
20171023,23,8,15
20171024,22,11,11
20171025,18,10,8
20171026,20,8,12
20171027,20,6,14
20171030,19,8,11
20171031,17,6,11
20171101,18,7,11
20171102,19,8,11
20171103,21,10,11
20171106,22,11,11
20171107,21,7,14
20171108,17,5,12
20171109,18,6,12
20171110,24,12,12
20171113,22,12,10
20171114,22,8,14
20171115,19,7,12
20171116,21,7,14
20171117,18,4,14
20171120,16,7,9
20171121,18,4,14
20171122,21,6,15
20171124,22,7,15
20171127,21,7,14
20171128,18,9,9
20171129,20,5,15
20171130,19,6,13
20171201,20,9,11
20171204,19,7,12
20171205,18,9,9
20171206,18,8,10
20171207,18,9,9
20171208,18,7,11
20171211,20,4,16
20171212,20,8,12
20171213,17,5,12
20171214,20,9,11
20171215,18,6,12
20171218,24,5,19
20171219,21,8,13
20171220,20,10,10
20171221,22,8,14
20171222,18,5,13
20171226,19,4,15
20171227,23,9,14
20171228,18,3,15
20171229,22,11,11
20180102,21,5,16
20180103,18,8,10
