date,trade,sell,buy
20170405,23,13,10
20170406,19,12,7
20170407,24,10,14
20170410,22,11,11
20170411,20,9,11
20170412,20,12,8
20170413,21,13,8
20170417,26,13,13
20170418,22,13,9
20170419,25,16,9
20170420,24,16,8
20170421,26,14,12
20170424,25,10,15
20170425,25,9,16
20170426,24,14,10
20170427,22,11,11
20170428,27,17,10
20170501,25,15,10
20170502,27,27,0
20170503,19,0,19
20170504,19,4,15
20170505,22,6,16
20170508,18,7,11
20170509,21,21,0
20170510,0,0,0
20170511,0,0,0
20170512,13,0,13
20170515,13,13,0
20170516,0,0,0
20170517,0,0,0
20170518,0,0,0
20170519,0,0,0
20170522,0,0,0
20170523,18,0,18
20170524,20,2,18
20170525,20,20,0
20170526,12,0,12
20170530,17,2,15
20170531,19,6,13
20170601,20,6,14
20170602,22,3,19
20170605,22,8,14
20170606,23,9,14
20170607,19,7,12
20170608,18,4,14
20170609,19,5,14
20170612,23,8,15
20170613,24,3,21
20170614,20,7,13
20170615,22,7,15
20170616,21,7,14
20170619,21,4,17
20170620,22,7,15
20170621,23,7,16
20170622,24,10,14
20170623,23,8,15
20170626,17,5,12
20170627,21,5,16
20170628,21,5,16
20170629,18,6,12
20170630,17,6,11
20170703,22,6,16
20170705,20,7,13
