date,trade,sell,buy
20160105,12,0,12
20160106,14,2,12
20160107,19,4,15
20160108,20,4,16
20160111,19,5,14
20160112,18,7,11
20160113,15,2,13
20160114,14,2,12
20160115,18,2,16
20160119,17,5,12
20160120,23,6,17
20160121,22,7,15
20160122,19,5,14
20160125,19,6,13
20160126,19,8,11
20160127,19,5,14
20160128,18,4,14
20160129,16,2,14
20160201,19,5,14
20160202,17,3,14
20160203,16,4,12
20160204,19,5,14
20160205,20,4,16
20160208,19,7,12
20160209,16,5,11
20160210,17,1,16
20160211,16,1,15
20160212,21,4,17
20160216,19,3,16
20160217,15,4,11
20160218,19,4,15
20160219,21,6,15
20160222,18,6,12
20160223,18,3,15
20160224,22,4,18
20160225,22,7,15
20160226,18,5,13
20160229,18,6,12
20160301,16,3,13
20160302,17,3,14
20160303,16,3,13
20160304,20,6,14
20160307,19,5,14
20160308,19,4,15
20160309,18,3,15
20160310,18,2,16
20160311,18,4,14
20160314,18,6,12
20160315,15,3,12
20160316,18,3,15
20160317,14,1,13
20160318,17,5,12
20160321,17,3,14
20160322,18,3,15
20160323,19,3,16
20160324,13,3,10
20160328,17,6,11
20160329,15,4,11
20160330,17,3,14
20160331,15,2,13
20160401,17,3,14
20160404,16,3,13
20160405,18,5,13
