date,trade,sell,buy
20180427,26,16,10
20180430,25,17,8
20180502,24,12,12
20180503,26,12,14
20180504,25,12,13
20180508,22,11,11
20180509,22,10,12
20180510,23,13,10
20180511,24,11,13
20180514,23,14,9
20180515,19,8,11
20180516,22,9,13
20180517,23,12,11
20180518,24,11,13
20180521,20,10,10
20180523,19,7,12
20180524,21,21,0
20180525,0,0,0
20180528,12,0,12
20180529,13,1,12
20180530,15,15,0
20180531,0,0,0
20180601,16,0,16
20180604,17,4,13
20180605,15,5,10
20180607,16,4,12
20180608,12,3,9
20180611,18,4,14
20180612,18,7,11
20180614,18,5,13
20180615,21,6,15
20180618,21,21,0
20180619,13,0,13
20180620,14,3,11
20180621,16,16,0
20180622,0,0,0
20180625,0,0,0
20180626,0,0,0
20180627,13,0,13
20180628,17,2,15
20180629,21,7,14
20180702,17,5,12
20180703,14,2,12
20180704,19,3,16
20180705,18,4,14
20180706,19,3,16
20180709,17,7,10
20180710,19,19,0
20180711,15,0,15
20180712,18,5,13
20180713,16,4,12
20180716,19,5,14
20180717,17,17,0
20180718,13,0,13
20180719,14,1,13
20180720,19,7,12
20180723,18,4,14
20180724,16,3,13
20180725,16,7,9
20180726,16,5,11
20180727,18,6,12
20180730,15,5,10
