date,trade,sell,buy
20200218,25,8,17
20200219,23,12,11
20200220,24,11,13
20200221,26,13,13
20200224,24,11,13
20200225,20,4,16
20200226,23,10,13
20200227,22,8,14
20200228,22,9,13
20200302,22,7,15
20200303,22,9,13
20200304,22,11,11
20200305,22,10,12
20200306,23,12,11
20200309,21,4,17
20200310,18,4,14
20200311,19,10,9
20200312,23,10,13
20200313,20,7,13
20200316,24,9,15
20200317,23,8,15
20200318,26,10,16
20200319,23,10,13
20200320,22,6,16
20200323,21,8,13
20200324,22,5,17
20200325,23,8,15
20200326,19,4,15
20200327,23,10,13
20200330,22,10,12
20200331,22,9,13
20200401,22,6,16
20200402,23,7,16
20200403,20,9,11
20200406,22,9,13
20200407,21,9,12
20200408,22,8,14
20200409,20,6,14
20200410,24,7,17
20200413,22,4,18
20200414,22,10,12
20200416,26,9,17
20200417,24,6,18
20200420,23,13,10
20200421,21,7,14
20200422,22,8,14
20200423,22,8,14
20200424,20,7,13
20200427,23,7,16
20200428,23,10,13
20200429,22,12,10
20200504,21,6,15
20200506,21,8,13
20200507,22,7,15
20200508,21,7,14
20200511,21,9,12
20200512,20,7,13
20200513,23,6,17
20200514,14,5,9
20200515,21,4,17
20200518,21,5,16
20200519,20,6,14
