date,trade,sell,buy
20170719,19,9,10
20170720,21,14,7
20170721,22,8,14
20170724,22,7,15
20170725,23,12,11
20170726,23,11,12
20170727,25,11,14
20170728,25,11,14
20170731,20,10,10
20170801,20,10,10
20170802,20,11,9
20170803,15,7,8
20170804,16,8,8
20170807,22,12,10
20170808,23,11,12
20170809,26,11,15
20170810,23,14,9
20170811,23,10,13
20170814,20,14,6
20170816,21,10,11
20170817,23,11,12
20170818,22,12,10
20170821,25,17,8
20170822,25,14,11
20170823,24,12,12
20170824,24,10,14
20170825,22,12,10
20170828,23,9,14
20170829,21,11,10
20170830,23,13,10
20170831,22,13,9
20170901,23,11,12
20170904,25,13,12
20170905,21,10,11
20170906,20,10,10
20170907,22,8,14
20170908,21,11,10
20170911,24,11,13
20170912,24,12,12
20170913,22,12,10
20170914,23,9,14
20170915,21,13,8
20170918,19,7,12
20170919,18,7,11
20170920,19,9,10
20170921,25,12,13
20170922,19,9,10
20170925,20,8,12
20170926,22,7,15
20170927,20,10,10
20170928,21,9,12
20170929,21,8,13
20171010,19,10,9
20171011,20,7,13
20171012,20,9,11
20171013,19,9,10
20171016,22,9,13
20171017,21,10,11
20171018,19,11,8
20171019,21,7,14
20171020,23,12,11
20171023,22,8,14
