Date,Close
2009-01-05,4039.953333333333
2009-01-06,4076.0633333333335
2009-01-07,4143.96
2009-01-08,3937.996666666667
2009-01-09,3905.26
2009-01-13,3786.9766666666665
2009-01-14,3784.766666666666
2009-01-15,3628.0566666666664
2009-01-16,3714.6866666666665
2009-01-19,3736.0066666666667
2009-01-20,3657.1033333333335
2009-01-21,3526.67
2009-01-22,3613.3633333333332
2009-01-23,3475.2266666666665
2009-01-26,3421.2200000000003
2009-01-27,3587.0066666666667
2009-01-28,3635.3433333333332
2009-01-29,3721.4566666666665
2009-01-30,3512.0266666666666
2009-02-02,3418.0000000000005
2009-02-03,3466.4066666666668
2009-02-04,3559.6433333333334
2009-02-05,3515.6699999999996
2009-02-06,3557.9466666666663
2009-02-09,3543.7766666666666
2009-02-10,3548.6433333333334
2009-02-12,3473.18
2009-02-13,3515.7233333333334
2009-02-16,3530.81
2009-02-17,3482.016666666667
2009-02-18,3425.553333333333
2009-02-19,3420.6433333333334
2009-02-20,3324.0833333333335
2009-02-23,3318.4466666666663
2009-02-24,3332.61
2009-02-25,3438.7500000000005
2009-02-26,3442.86
2009-02-27,3508.9066666666668
2009-03-02,3402.183333333334
2009-03-03,3365.3366666666666
2009-03-04,3397.9066666666668
2009-03-05,3422.4199999999996
2009-03-06,3296.753333333333
2009-03-09,3256.1600000000003
2009-03-10,3240.6900000000005
2009-03-11,3416.8700000000003
2009-03-12,3328.52
2009-03-13,3471.71
2009-03-16,3554.976666666667
2009-03-17,3665.1566666666668
2009-03-18,3621.023333333333
2009-03-19,3600.3766666666666
2009-03-23,3726.53
2009-03-24,3846.6
2009-03-25,3806.496666666667
2009-03-26,3866.6666666666665
2009-03-27,3836.9166666666665
2009-03-30,3670.1900000000005
2009-03-31,3646.913333333333
2009-04-01,3727.6966666666663
2009-04-02,3876.4800000000005
2009-04-03,3900.366666666667
2009-04-06,3887.3399999999997
2009-04-07,3865.586666666667
2009-04-08,3739.9700000000003
2009-04-09,3804.1533333333336
2009-04-10,3778.65
2009-04-13,3689.75
2009-04-14,3667.7200000000003
2009-04-15,3653.6800000000003
2009-04-16,3687.1833333333334
2009-04-17,3680.853333333333
2009-04-20,3663.053333333333
2009-04-21,3603.5066666666667
2009-04-22,3630.0899999999997
2009-04-23,3661.7699999999995
2009-04-24,3599.21
2009-04-27,3625.58
2009-04-28,3542.2833333333333
2009-04-30,3664.576666666667
2009-05-01,3727.49
2009-05-07,3868.4466666666663
2009-05-08,3867.23
2009-05-11,3857.81
2009-05-12,3825.94
2009-05-13,3839.6133333333332
2009-05-14,3751.18
2009-05-15,3812.2
2009-05-18,3696.226666666667
2009-05-19,3782.306666666667
2009-05-20,3802.593333333333
2009-05-21,3781.8766666666666
2009-05-22,3747.0566666666664
2009-05-25,3776.303333333333
2009-05-26,3769.31
2009-05-27,3811.93
2009-05-28,3831.5800000000004
2009-05-29,3833.5899999999997
2009-06-01,3901.9666666666667
2009-06-02,3900.606666666667
2009-06-03,3903.5666666666666
2009-06-04,3863.56
2009-06-05,3939.5800000000004
2009-06-08,3968.5033333333336
2009-06-09,3953.3166666666666
2009-06-10,4016.2166666666667
2009-06-11,3994.3133333333335
2009-06-12,3994.7533333333336
2009-06-15,3927.4166666666665
2009-06-16,3855.06
2009-06-17,3883.76
2009-06-18,3845.436666666667
2009-06-19,3870.64
2009-06-22,3857.9233333333336
2009-06-23,3779.596666666667
2009-06-24,3804.4666666666667
2009-06-25,3869.4566666666665
2009-06-26,3879.5433333333335
2009-06-29,3879.7766666666666
2009-06-30,3930.5533333333337
2009-07-01,3923.1833333333334
2009-07-02,3902.9666666666667
2009-07-03,3893.6566666666668
2009-07-06,3846.593333333333
2009-07-07,3843.9800000000005
2009-07-08,3787.913333333333
2009-07-09,3720.953333333333
2009-07-10,3695.186666666667
2009-07-13,3649.19
2009-07-14,3706.8466666666664
2009-07-15,3693.0900000000006
2009-07-16,3730.4466666666663
2009-07-17,3735.923333333333
2009-07-21,3793.646666666667
2009-07-22,3816.8866666666663
2009-07-23,3841.29
2009-07-24,3902.3399999999997
2009-07-27,3942.3933333333334
2009-07-28,3926.1533333333336
2009-07-29,3922.7066666666665
2009-07-30,3968.4733333333334
2009-07-31,3978.7066666666665
2009-08-03,3972.983333333333
2009-08-04,3980.9
2009-08-05,3925.1366666666663
2009-08-06,3964.116666666667
2009-08-07,3966.3933333333334
2009-08-10,3994.726666666667
2009-08-11,4000.1366666666668
2009-08-12,3942.486666666666
2009-08-13,3959.7766666666666
2009-08-14,3975.1833333333334
2009-08-17,3855.8566666666666
2009-08-18,3845.516666666667
2009-08-19,3823.5066666666667
2009-08-20,3868.6666666666665
2009-08-21,3807.46
2009-08-24,3925.6633333333334
2009-08-25,3911.12
2009-08-26,3965.96
2009-08-27,3937.0733333333333
2009-08-28,3974.503333333333
2009-08-31,3959.93
2009-09-01,3960.2799999999997
2009-09-02,3887.1466666666665
2009-09-03,3865.266666666667
2009-09-04,3838.8199999999997
2009-09-07,3873.4866666666667
2009-09-08,3907.1533333333336
2009-09-09,3890.7966666666666
2009-09-10,3939.2300000000005
2009-09-11,3932.7799999999997
2009-09-14,3869.8066666666664
2009-09-15,3876.98
2009-09-16,3885.1633333333334
2009-09-17,3943.8966666666665
2009-09-18,3941.3833333333328
2009-09-24,4032.076666666667
2009-09-25,3921.0566666666664
2009-09-28,3828.3066666666664
2009-09-29,3839.5966666666664
2009-09-30,3849.0333333333333
2009-10-01,3818.253333333333
2009-10-02,3742.73
2009-10-05,3744.9999999999995
2009-10-06,3724.516666666667
2009-10-07,3757.086666666667
2009-10-08,3781.263333333334
2009-10-09,3882.9
2009-10-13,3871.803333333333
2009-10-14,3877.24
2009-10-15,3935.19
2009-10-16,3970.07
2009-10-19,3966.5366666666664
2009-10-20,3996.72
2009-10-21,4020.9666666666667
2009-10-22,4026.1566666666668
2009-10-23,4024.2466666666664
2009-10-26,4052.01
2009-10-27,3990.2
2009-10-28,3956.5833333333335
2009-10-29,3905.8300000000004
2009-10-30,3900.4433333333336
2009-11-02,3862.8333333333335
2009-11-04,3886.9766666666665
2009-11-05,3860.5266666666666
2009-11-06,3893.453333333333
2009-11-09,3891.0199999999995
2009-11-10,3920.883333333333
2009-11-11,3914.013333333334
2009-11-12,3897.9533333333334
2009-11-13,3889.9866666666667
2009-11-16,3910.9166666666665
2009-11-17,3884.916666666666
2009-11-18,3858.9466666666663
2009-11-19,3792.5299999999997
2009-11-20,3748.94
2009-11-24,3729.8466666666664
2009-11-25,3756.6166666666672
2009-11-26,3737.3700000000003
2009-11-27,3638.733333333333
2009-11-30,3725.923333333333
2009-12-01,3772.6033333333335
2009-12-02,3776.976666666667
2009-12-03,3869.6666666666665
2009-12-04,3878.396666666667
2009-12-07,3965.3233333333333
2009-12-08,3970.87
2009-12-09,3903.196666666667
2009-12-10,3854.9933333333333
2009-12-11,3922.3599999999997
2009-12-14,3915.5466666666666
2009-12-15,3906.5899999999997
2009-12-16,3966.133333333333
2009-12-17,3948.633333333333
2009-12-18,3925.6499999999996
2009-12-21,3941.4466666666663
2009-12-22,4011.6566666666668
2009-12-24,4071.36
2009-12-25,4047.546666666667
2009-12-28,4094.1800000000003
2009-12-29,4103.723333333333
2009-12-30,4089.3933333333334
2010-01-04,4132.85
2010-01-05,4140.526666666667
2010-01-06,4213.8
2010-01-07,4240.356666666667
2010-01-08,4290.723333333333
2010-01-12,4311.9766666666665
2010-01-13,4268.036666666667
2010-01-14,4314.036666666666
2010-01-15,4354.903333333333
2010-01-18,4309.72
2010-01-19,4278.6866666666665
2010-01-20,4260.206666666667
2010-01-21,4308.566666666667
2010-01-22,4225.623333333333
2010-01-25,4205.5233333333335
2010-01-26,4128.570000000001
2010-01-27,4114.276666666667
2010-01-28,4206.826666666667
2010-01-29,4137.740000000001
2010-02-01,4152.5633333333335
2010-02-02,4195.14
2010-02-03,4191.016666666666
2010-02-04,4174.71
2010-02-05,4052.79
2010-02-08,4019.4466666666663
2010-02-09,4018.1066666666666
2010-02-10,4029.7799999999997
2010-02-12,4087.49
2010-02-15,4067.14
2010-02-16,4064.1066666666666
2010-02-17,4148.306666666666
2010-02-18,4140.553333333333
2010-02-19,4069.546666666667
2010-02-22,4166.42
2010-02-23,4160.63
2010-02-24,4103.49
2010-02-25,4072.196666666667
2010-02-26,4072.0699999999997
2010-03-01,4114.863333333334
2010-03-02,4149.893333333333
2010-03-03,4211.06
2010-03-04,4171.933333333333
2010-03-05,4238.643333333333
2010-03-08,4333.68
2010-03-09,4332.806666666667
2010-03-10,4327.513333333333
2010-03-11,4375.71
2010-03-12,4404.316666666667
2010-03-15,4389.04
2010-03-16,4364.93
2010-03-17,4426.146666666667
2010-03-18,4382.843333333333
2010-03-19,4440.179999999999
2010-03-23,4435.533333333334
2010-03-24,4528.219999999999
2010-03-25,4596.806666666667
2010-03-26,4670.073333333334
2010-03-29,4642.77
2010-03-30,4698.1900000000005
2010-03-31,4676.240000000001
2010-04-01,4750.73
2010-04-02,4753.8099999999995
2010-04-05,4766.75
2010-04-06,4733.796666666667
2010-04-07,4696.556666666667
2010-04-08,4636.92
2010-04-09,4648.3933333333325
2010-04-12,4681.2
2010-04-13,4657.086666666667
2010-04-14,4683.216666666666
2010-04-15,4711.673333333334
2010-04-16,4636.736666666667
2010-04-19,4567.203333333334
2010-04-20,4560.823333333334
2010-04-21,4639.21
2010-04-22,4572.4400000000005
2010-04-23,4567.069999999999
2010-04-26,4651.2266666666665
2010-04-27,4714.923333333334
2010-04-28,4610.98
2010-04-30,4663.990000000001
2010-05-06,4522.366666666667
2010-05-07,4297.516666666666
2010-05-10,4369.33
2010-05-11,4288.833333333333
2010-05-12,4274.14
2010-05-13,4382.673333333334
2010-05-14,4304.473333333333
2010-05-17,4207.64
2010-05-18,4203.72
2010-05-19,4224.953333333333
2010-05-20,4138.983333333334
2010-05-21,4068.8333333333335
2010-05-24,4073.0
2010-05-25,3946.42
2010-05-26,3960.4266666666667
2010-05-27,4023.4933333333333
2010-05-28,4100.053333333333
2010-05-31,4090.236666666666
2010-06-01,4071.876666666666
2010-06-02,4023.05
2010-06-03,4148.213333333333
2010-06-04,4148.79
2010-06-07,3988.063333333333
2010-06-08,4011.3233333333333
2010-06-09,3944.3233333333333
2010-06-10,4022.1200000000003
2010-06-11,4068.1666666666665
2010-06-14,4137.173333333333
2010-06-15,4158.233333333334
2010-06-16,4263.403333333334
2010-06-17,4289.04
2010-06-18,4299.6
2010-06-21,4403.316666666667
2010-06-22,4315.1466666666665
2010-06-23,4233.4366666666665
2010-06-24,4222.13
2010-06-25,4141.820000000001
2010-06-28,4114.37
2010-06-29,4072.31
2010-06-30,4008.4933333333333
2010-07-01,3957.5266666666666
2010-07-02,3976.2200000000003
2010-07-05,3982.616666666667
2010-07-06,4011.796666666667
2010-07-07,3987.3766666666666
2010-07-08,4068.3366666666666
2010-07-09,4072.2566666666667
2010-07-12,4038.9066666666668
2010-07-13,4054.5733333333333
2010-07-14,4143.49
2010-07-15,4070.516666666667
2010-07-16,3957.3633333333337
2010-07-20,3905.8533333333335
2010-07-21,3904.983333333333
2010-07-22,3869.3066666666664
2010-07-23,3954.99
2010-07-26,3977.913333333333
2010-07-27,3969.303333333333
2010-07-28,4057.98
2010-07-29,4015.9266666666667
2010-07-30,3951.826666666667
2010-08-02,3953.17
2010-08-03,3999.7799999999997
2010-08-04,3898.3466666666664
2010-08-05,3983.463333333333
2010-08-06,3962.586666666667
2010-08-09,3945.1633333333334
2010-08-10,3938.76
2010-08-11,3825.1600000000003
2010-08-12,3766.7233333333334
2010-08-13,3778.94
2010-08-16,3744.733333333333
2010-08-17,3719.2966666666666
2010-08-18,3772.7433333333333
2010-08-19,3835.0133333333333
2010-08-20,3784.0366666666664
2010-08-23,3759.916666666666
2010-08-24,3723.3
2010-08-25,3674.61
2010-08-26,3710.8833333333328
2010-08-27,3745.3433333333332
2010-08-30,3791.02
2010-08-31,3662.9300000000003
2010-09-01,3689.5933333333332
2010-09-02,3731.563333333333
2010-09-03,3742.74
2010-09-06,3825.31
2010-09-07,3788.1933333333336
2010-09-08,3712.3033333333337
2010-09-09,3728.803333333333
2010-09-10,3789.3333333333335
2010-09-13,3805.5966666666664
2010-09-14,3790.14
2010-09-15,3881.1666666666665
2010-09-16,3878.3399999999997
2010-09-17,3914.9466666666663
2010-09-21,3916.2066666666665
2010-09-22,3910.326666666667
2010-09-24,3876.6033333333335
2010-09-27,3920.7466666666664
2010-09-28,3894.1800000000003
2010-09-29,3900.31
2010-09-30,3751.4633333333336
2010-10-01,3760.0733333333333
2010-10-04,3767.3199999999997
2010-10-05,3837.5533333333337
2010-10-06,3898.2799999999997
2010-10-07,3895.8900000000003
2010-10-08,3849.5699999999997
2010-10-12,3793.1566666666668
2010-10-13,3795.1600000000003
2010-10-14,3862.4933333333333
2010-10-15,3832.713333333333
2010-10-18,3830.3133333333335
2010-10-19,3856.0199999999995
2010-10-20,3822.0899999999997
2010-10-21,3826.476666666667
2010-10-22,3858.166666666667
2010-10-25,3848.083333333333
2010-10-26,3848.2933333333335
2010-10-27,3853.64
2010-10-28,3841.7833333333338
2010-10-29,3803.8733333333334
2010-11-01,3771.396666666667
2010-11-02,3780.8033333333337
2010-11-04,3867.9
2010-11-05,3962.2066666666665
2010-11-08,3998.826666666667
2010-11-09,3982.07
2010-11-10,4068.62
2010-11-11,4068.98
2010-11-12,4006.016666666667
2010-11-15,4061.1666666666665
2010-11-16,4050.016666666667
2010-11-17,4072.2133333333336
2010-11-18,4139.956666666667
2010-11-19,4131.57
2010-11-22,4158.753333333333
2010-11-24,4120.0633333333335
2010-11-25,4154.983333333334
2010-11-26,4127.1900000000005
2010-11-29,4176.333333333333
2010-11-30,4143.5633333333335
2010-12-01,4186.98
2010-12-02,4250.993333333334
2010-12-03,4238.26
2010-12-06,4245.806666666666
2010-12-07,4213.503333333333
2010-12-08,4248.1
2010-12-09,4280.08
2010-12-10,4251.876666666667
2010-12-13,4293.04
2010-12-14,4302.693333333334
2010-12-15,4318.61
2010-12-16,4300.0633333333335
2010-12-17,4293.116666666667
2010-12-20,4267.116666666667
2010-12-21,4334.803333333333
2010-12-22,4327.266666666666
2010-12-24,4312.873333333333
2010-12-27,4340.663333333334
2010-12-28,4317.0633333333335
2010-12-29,4334.216666666666
2010-12-30,4279.97
2011-01-04,4325.67
2011-01-05,4299.4366666666665
2011-01-06,4367.116666666667
2011-01-07,4379.3966666666665
2011-01-11,4377.6
2011-01-12,4359.716666666666
2011-01-13,4383.46
2011-01-14,4368.44
2011-01-17,4378.406666666667
2011-01-18,4382.036666666666
2011-01-19,4402.84
2011-01-20,4315.0633333333335
2011-01-21,4205.633333333333
2011-01-24,4212.406666666667
2011-01-25,4263.13
2011-01-26,4239.386666666667
2011-01-27,4294.516666666666
2011-01-28,4249.673333333333
2011-01-31,4216.983333333334
2011-02-01,4241.846666666666
2011-02-02,4309.823333333334
2011-02-03,4299.756666666666
2011-02-04,4328.183333333333
2011-02-07,4344.786666666667
2011-02-08,4359.153333333333
2011-02-09,4334.1833333333325
2011-02-10,4341.446666666667
2011-02-14,4392.683333333333
2011-02-15,4423.033333333334
2011-02-16,4465.793333333333
2011-02-17,4485.85
2011-02-18,4479.786666666667
2011-02-21,4492.8133333333335
2011-02-22,4393.6066666666675
2011-02-23,4357.8099999999995
2011-02-24,4311.3966666666665
2011-02-25,4350.003333333333
2011-02-28,4367.490000000001
2011-03-01,4412.45
2011-03-02,4315.433333333333
2011-03-03,4329.293333333333
2011-03-04,4365.8
2011-03-07,4284.823333333333
2011-03-08,4291.323333333333
2011-03-09,4332.663333333333
2011-03-10,4261.256666666666
2011-03-11,4195.883333333333
2011-03-14,3894.4266666666667
2011-03-15,3628.7066666666665
2011-03-16,3869.7233333333334
2011-03-17,3788.45
2011-03-18,3876.576666666667
2011-03-22,4012.0
2011-03-23,3964.326666666667
2011-03-24,3928.8333333333335
2011-03-25,3956.9066666666668
2011-03-28,3939.853333333333
2011-03-29,3933.903333333333
2011-03-30,4021.4266666666667
2011-03-31,4046.3233333333333
2011-04-01,4003.2233333333334
2011-04-04,4019.2366666666667
2011-04-05,3972.6200000000003
2011-04-06,3963.73
2011-04-07,3942.4300000000003
2011-04-08,4002.8199999999997
2011-04-11,4001.55
2011-04-12,3949.6933333333336
2011-04-13,3989.983333333333
2011-04-14,3995.0566666666664
2011-04-15,3975.05
2011-04-18,3953.8199999999997
2011-04-19,3911.9166666666665
2011-04-20,3978.99
2011-04-21,4010.6600000000003
2011-04-22,4009.6433333333334
2011-04-25,4004.2799999999997
2011-04-26,3954.72
2011-04-27,4008.1
2011-04-28,4044.3866666666663
2011-05-02,4109.423333333333
2011-05-06,4043.32
2011-05-09,3991.8133333333335
2011-05-10,3993.3033333333337
2011-05-11,3990.9933333333333
2011-05-12,3936.2366666666667
2011-05-13,3915.44
2011-05-16,3882.8499999999995
2011-05-17,3897.7366666666667
2011-05-18,3931.9366666666665
2011-05-19,3913.53
2011-05-20,3908.29
2011-05-23,3834.29
2011-05-24,3841.4033333333336
2011-05-25,3828.2699999999995
2011-05-26,3869.0933333333332
2011-05-27,3845.04
2011-05-30,3830.4100000000003
2011-05-31,3903.436666666667
2011-06-01,3943.7033333333334
