date,trade,sell,buy
20170414,23,15,8
20170417,20,10,10
20170418,25,17,8
20170419,21,13,8
20170420,24,15,9
20170421,25,14,11
20170424,23,12,11
20170425,24,17,7
20170426,23,15,8
20170427,24,17,7
20170428,23,14,9
20170502,24,14,10
20170504,24,15,9
20170508,22,11,11
20170510,25,13,12
20170511,23,9,14
20170512,25,17,8
20170515,26,15,11
20170516,20,14,6
20170517,23,10,13
20170518,24,11,13
20170519,20,13,7
20170522,22,15,7
20170523,21,13,8
20170524,22,9,13
20170525,20,13,7
20170526,23,14,9
20170529,21,9,12
20170530,25,17,8
20170531,24,14,10
20170601,20,12,8
20170602,18,10,8
20170605,19,11,8
20170607,22,12,10
20170608,23,13,10
20170609,22,16,6
20170612,20,12,8
20170613,19,11,8
20170614,24,14,10
20170615,22,12,10
20170616,21,10,11
20170619,24,13,11
20170620,18,12,6
20170621,23,15,8
20170622,22,11,11
20170623,25,12,13
20170626,19,11,8
20170627,19,14,5
20170628,19,11,8
20170629,23,12,11
20170630,19,10,9
20170703,24,14,10
20170704,24,12,12
20170705,20,10,10
20170706,20,10,10
20170707,20,8,12
20170710,22,7,15
20170711,23,13,10
20170712,18,13,5
20170713,20,9,11
20170714,17,9,8
20170717,23,11,12
