date,trade,sell,buy
20160106,13,0,13
20160107,12,3,9
20160108,19,5,14
20160111,17,7,10
20160112,19,4,15
20160113,15,3,12
20160114,17,2,15
20160115,17,2,15
20160118,16,3,13
20160119,16,2,14
20160120,18,6,12
20160121,18,5,13
20160122,18,6,12
20160125,18,6,12
20160126,21,7,14
20160127,16,5,11
20160128,18,3,15
20160129,15,3,12
20160201,18,7,11
20160202,20,6,14
20160203,18,7,11
20160204,18,4,14
20160205,18,4,14
20160211,18,6,12
20160212,18,2,16
20160215,16,6,10
20160216,18,6,12
20160217,20,7,13
20160218,19,3,16
20160219,17,4,13
20160222,18,5,13
20160223,20,6,14
20160224,18,5,13
20160225,18,2,16
20160226,19,5,14
20160229,19,3,16
20160302,19,6,13
20160303,18,5,13
20160304,17,7,10
20160307,19,5,14
20160308,19,4,15
20160309,16,3,13
20160310,20,4,16
20160311,18,5,13
20160314,18,3,15
20160315,16,2,14
20160316,19,6,13
20160317,17,3,14
20160318,21,5,16
20160321,18,7,11
20160322,22,6,16
20160323,16,5,11
20160324,18,3,15
20160325,19,4,15
20160328,18,4,14
20160329,19,3,16
20160330,15,3,12
20160331,18,4,14
20160401,17,2,15
20160404,19,4,15
20160405,18,4,14
20160406,16,5,11
