,0
0,-186.77094161859713
1,-131.20842595025897
2,1.4699999999720603
3,-2.050000000046566
4,-2.3700000001117587
5,-1.0100000000093132
6,0.39000000013038516
7,-2.080000000074506
8,0.8900000001303852
9,0.8799999998882413
10,-1.2700000000186265
11,-0.6699999999254942
12,0.21999999997206032
13,2.8899999998975545
14,1.4500000001862645
15,-1.540000000037253
16,4.899999999906868
17,-2.209999999962747
18,0.44999999995343387
19,0.9300000001676381
20,4.859999999869615
21,-0.39999999990686774
22,0.5899999998509884
23,0.0
24,4.239999999990687
25,-1.2800000000279397
26,-0.13999999989755452
27,-0.6199999998789281
28,-0.20000000018626451
29,1.630000000121072
30,-0.5
31,2.540000000037253
32,-3.090000000083819
33,-1.590000000083819
34,2.040000000037253
35,1.5600000000558794
36,-1.090000000083819
37,1.2299999999813735
38,0.2800000000279397
39,-5.679999999934807
40,-1.4399999999441206
41,-0.47999999998137355
42,-0.13000000012107193
43,-0.75
44,0.0400000000372529
45,-0.9299999999348074
46,-3.4100000001490116
47,-3.419999999925494
48,-1.209999999962747
49,-0.5
50,-0.4599999999627471
51,-3.3100000000558794
52,1.8600000001024455
53,3.8899999998975545
54,0.7600000000093132
55,-1.6799999999348074
56,-128.4083477088716
57,391.6462101242505
58,1724.4368637111038
59,1151.2906126971357
60,3139.692206940148
61,-1742.5504855010659
