date,trade,sell,buy
20160105,15,0,15
20160106,21,4,17
20160107,19,5,14
20160108,18,5,13
20160111,18,4,14
20160112,18,7,11
20160113,18,4,14
20160114,18,5,13
20160115,20,4,16
20160119,17,7,10
20160120,22,6,16
20160121,15,7,8
20160122,19,5,14
20160125,19,6,13
20160126,18,3,15
20160127,22,9,13
20160128,21,6,15
20160129,21,11,10
20160201,19,8,11
20160202,22,2,20
20160203,18,9,9
20160204,18,5,13
20160205,22,7,15
20160208,22,7,15
20160209,19,7,12
20160210,19,6,13
20160211,23,12,11
20160212,22,12,10
20160216,20,7,13
20160217,20,6,14
20160218,19,6,13
20160219,19,9,10
20160222,22,9,13
20160223,21,4,17
20160224,22,9,13
20160225,23,10,13
20160226,22,4,18
20160229,20,8,12
20160301,21,9,12
20160302,18,4,14
20160303,24,12,12
20160304,18,9,9
20160307,15,5,10
20160308,19,4,15
20160309,22,9,13
20160310,21,6,15
20160311,19,4,15
20160314,19,4,15
20160315,19,7,12
20160316,21,10,11
20160317,20,5,15
20160318,22,10,12
20160321,17,4,13
20160322,23,3,20
20160323,21,5,16
20160324,19,7,12
20160328,19,4,15
20160329,21,11,10
20160330,22,8,14
20160331,20,9,11
20160401,22,11,11
20160404,21,10,11
20160405,22,4,18
