date,trade,sell,buy
20170706,22,10,12
20170707,24,13,11
20170710,21,5,16
20170711,20,9,11
20170712,23,8,15
20170713,21,11,10
20170714,23,12,11
20170717,19,9,10
20170718,21,6,15
20170719,22,13,9
20170720,16,5,11
20170721,23,10,13
20170724,26,12,14
20170725,23,5,18
20170726,22,6,16
20170727,24,8,16
20170728,26,26,0
20170731,12,0,12
20170801,16,3,13
20170802,13,4,9
20170803,22,5,17
20170804,16,7,9
20170807,20,9,11
20170808,18,5,13
20170809,20,12,8
20170810,19,2,17
20170811,23,9,14
20170814,19,8,11
20170815,21,6,15
20170816,17,4,13
20170817,18,7,11
20170818,22,11,11
20170821,20,7,13
20170822,15,3,12
20170823,21,7,14
20170824,24,10,14
20170825,18,6,12
20170828,23,11,12
20170829,22,9,13
20170830,19,1,18
20170831,17,4,13
20170901,24,11,13
20170905,18,8,10
20170906,24,11,13
20170907,22,11,11
20170908,20,13,7
20170911,26,16,10
20170912,22,10,12
20170913,20,5,15
20170914,18,7,11
20170915,22,7,15
20170918,22,10,12
20170919,19,8,11
20170920,20,10,10
20170921,21,9,12
20170922,24,8,16
20170925,20,5,15
20170926,22,6,16
20170927,20,8,12
20170928,18,5,13
20170929,23,12,11
20171002,20,8,12
20171003,16,3,13
