date,trade,sell,buy
20160406,25,14,11
20160407,19,9,10
20160408,21,11,10
20160411,20,9,11
20160412,20,9,11
20160413,21,10,11
20160414,20,8,12
20160415,19,8,11
20160418,20,9,11
20160419,19,9,10
20160420,18,7,11
20160421,18,7,11
20160422,18,8,10
20160425,18,9,9
20160426,19,9,10
20160427,17,8,9
20160428,19,9,10
20160429,18,10,8
20160502,18,10,8
20160503,19,10,9
20160504,18,9,9
20160505,17,7,10
20160506,16,7,9
20160509,16,8,8
20160510,15,6,9
20160511,16,8,8
20160512,16,7,9
20160513,17,7,10
20160516,17,6,11
20160517,16,5,11
20160518,17,7,10
20160519,15,5,10
20160520,17,6,11
20160523,17,8,9
20160524,13,4,9
20160525,17,7,10
20160526,17,8,9
20160527,17,8,9
20160531,16,7,9
20160601,15,5,10
20160602,15,5,10
20160603,15,5,10
20160606,16,4,12
20160607,16,7,9
20160608,15,5,10
20160609,15,5,10
20160610,15,5,10
20160613,16,6,10
20160614,15,6,9
20160615,16,5,11
20160616,16,5,11
20160617,15,3,12
20160620,16,6,10
20160621,16,5,11
20160622,16,5,11
20160623,15,5,10
20160624,15,4,11
20160627,16,5,11
20160628,17,5,12
20160629,17,6,11
20160630,16,5,11
20160701,17,5,12
20160705,17,5,12
