,0
0,-2047.5078000000212
1,1390.5231299998704
2,-270.77533999993466
3,-292.8191000004299
4,1610.585209999932
5,-160.97211000020616
6,914.1949699998368
7,-397.86545999976806
8,-1363.7502799998038
9,1012.6141200002749
10,220.9557700001169
11,-922.3540099998936
12,-1344.065739999758
13,4684.6207699996885
14,635.8204300003126
15,2697.713360000169
16,-410.00221999990754
17,51.4995199998375
18,5.608370000030845
19,-19.252870000200346
20,-45.079340000171214
21,301.57892000023276
22,198.13515999959782
23,-164.43757999967784
24,-230.37548000039533
25,-980.2097699998412
26,2.749910000478849
27,500.4860399994068
28,-310.8914799997583
29,241.69833999988623
30,-1915.5477899999823
31,-600.5850899999496
32,200.24992999993265
33,1260.3310000000056
34,-576.2642199995462
35,-552.827780000167
36,115.05847000028007
37,-37.154989999951795
38,582.546530000167
39,403.7919899998233
40,546.8052400001325
41,675.700680000009
42,-2800.5225400000345
43,1240.8231999999844
44,-122.89978000009432
45,272.4456100000534
46,2543.0893800000194
47,1113.3712700000033
48,1135.6656899999361
49,882.1879199997056
50,359.61831999965943
51,1113.6459400001913
52,658.9592899999116
53,1721.9401199999265
54,-376.2437899999786
55,-80.8366499999538
56,-678.0290799997747
57,-668.6574000001419
58,2558.0022200001404
59,1579.9842099999078
60,646.4303400001954
61,3344.3731200001203
62,2051.7652900000103
