date,trade,sell,buy
20170706,20,12,8
20170707,24,7,17
20170710,23,13,10
20170711,21,7,14
20170712,21,10,11
20170713,25,12,13
20170714,21,13,8
20170717,22,10,12
20170718,22,10,12
20170719,25,11,14
20170720,23,11,12
20170721,22,11,11
20170724,18,6,12
20170725,21,11,10
20170726,20,11,9
20170727,24,11,13
20170728,24,24,0
20170731,11,0,11
20170801,15,3,12
20170802,14,3,11
20170803,17,3,14
20170804,18,4,14
20170807,17,7,10
20170808,17,6,11
20170809,19,2,17
20170810,16,6,10
20170811,14,5,9
20170814,16,5,11
20170815,17,2,15
20170816,12,6,6
20170817,16,6,10
20170818,14,6,8
20170821,15,7,8
20170822,15,7,8
20170823,15,5,10
20170824,16,7,9
20170825,18,7,11
20170828,16,2,14
20170829,17,5,12
20170830,19,10,9
20170831,20,8,12
20170901,16,3,13
20170905,16,4,12
20170906,17,7,10
20170907,19,5,14
20170908,15,5,10
20170911,16,3,13
20170912,18,6,12
20170913,18,5,13
20170914,18,10,8
20170915,18,8,10
20170918,17,6,11
20170919,19,5,14
20170920,21,5,16
20170921,18,5,13
20170922,20,7,13
20170925,20,6,14
20170926,18,10,8
20170927,15,7,8
20170928,16,3,13
20170929,16,6,10
20171002,19,7,12
20171003,20,13,7
