date,trade,sell,buy
20190107,11,0,11
20190108,14,2,12
20190109,12,3,9
20190110,14,3,11
20190111,14,3,11
20190114,12,2,10
20190115,14,3,11
20190116,15,4,11
20190117,14,5,9
20190118,15,1,14
20190122,14,4,10
20190123,14,3,11
20190124,19,3,16
20190125,20,3,17
20190128,20,7,13
20190129,21,9,12
20190130,18,3,15
20190131,22,5,17
20190201,22,3,19
20190204,23,6,17
20190205,23,6,17
20190206,21,4,17
20190207,19,3,16
20190208,22,4,18
20190211,21,2,19
20190212,22,2,20
20190213,23,3,20
20190214,22,2,20
20190215,20,4,16
20190219,22,6,16
20190220,20,7,13
20190221,22,8,14
20190222,21,6,15
20190225,20,5,15
20190226,20,5,15
20190227,17,8,9
20190228,20,9,11
20190301,22,9,13
20190304,19,10,9
20190305,21,9,12
20190306,20,8,12
20190307,20,6,14
20190308,21,5,16
20190311,20,5,15
20190312,20,7,13
20190313,21,7,14
20190314,20,6,14
20190315,21,6,15
20190318,22,6,16
20190319,21,5,16
20190320,23,6,17
20190321,22,5,17
20190322,20,5,15
20190325,24,7,17
20190326,24,7,17
20190327,23,5,18
20190328,23,5,18
20190329,24,5,19
20190401,23,5,18
20190402,23,3,20
20190403,24,24,0
20190404,0,0,0
20190405,0,0,0
