date,trade,sell,buy
20190107,12,0,12
20190108,17,2,15
20190109,16,3,13
20190110,16,6,10
20190111,17,5,12
20190114,15,3,12
20190115,14,1,13
20190116,13,1,12
20190117,18,6,12
20190118,15,2,13
20190122,12,2,10
20190123,17,3,14
20190124,17,2,15
20190125,13,3,10
20190128,16,9,7
20190129,15,1,14
20190130,16,3,13
20190131,16,3,13
20190201,17,4,13
20190204,15,6,9
20190205,14,2,12
20190206,16,2,14
20190207,16,5,11
20190208,16,4,12
20190211,17,5,12
20190212,15,3,12
20190213,15,5,10
20190214,16,5,11
20190215,14,3,11
20190219,16,5,11
20190220,15,5,10
20190221,15,1,14
20190222,16,3,13
20190225,13,2,11
20190226,13,1,12
20190227,14,1,13
20190228,12,2,10
20190301,15,2,13
20190304,16,2,14
20190305,17,4,13
20190306,17,5,12
20190307,16,3,13
20190308,17,3,14
20190311,16,3,13
20190312,13,4,9
20190313,15,3,12
20190314,17,4,13
20190315,18,4,14
20190318,15,2,13
20190319,15,3,12
20190320,15,3,12
20190321,16,4,12
20190322,18,6,12
20190325,18,5,13
20190326,19,4,15
20190327,16,5,11
20190328,16,3,13
20190329,15,2,13
20190401,15,3,12
20190402,16,4,12
20190403,17,17,0
20190404,0,0,0
20190405,0,0,0
