date,trade,sell,buy
20160105,10,0,10
20160106,10,2,8
20160107,13,1,12
20160108,13,2,11
20160111,15,3,12
20160112,12,2,10
20160113,14,4,10
20160114,13,4,9
20160115,16,1,15
20160119,17,7,10
20160120,16,7,9
20160121,15,1,14
20160122,14,5,9
20160125,16,6,10
20160126,14,3,11
20160127,11,2,9
20160128,16,4,12
20160129,13,4,9
20160201,12,6,6
20160202,15,6,9
20160203,14,2,12
20160204,14,4,10
20160205,17,6,11
20160208,16,4,12
20160209,19,6,13
20160210,16,6,10
20160211,16,8,8
20160212,17,7,10
20160216,16,4,12
20160217,17,6,11
20160218,14,2,12
20160219,17,7,10
20160222,16,2,14
20160223,16,7,9
20160224,19,5,14
20160225,19,5,14
20160226,17,8,9
20160229,13,2,11
20160301,19,4,15
20160302,16,7,9
20160303,14,6,8
20160304,14,2,12
20160307,17,3,14
20160308,15,7,8
20160309,18,5,13
20160310,21,8,13
20160311,18,3,15
20160314,14,4,10
20160315,17,5,12
20160316,17,6,11
20160317,18,5,13
20160318,16,3,13
20160321,14,3,11
20160322,13,5,8
20160323,15,3,12
20160324,16,4,12
20160328,18,6,12
20160329,15,4,11
20160330,17,7,10
20160331,17,5,12
20160401,14,5,9
20160404,13,4,9
20160405,16,4,12
