date,trade,sell,buy
20190514,28,9,19
20190515,29,8,21
20190516,29,8,21
20190517,29,8,21
20190520,29,8,21
20190521,28,7,21
20190522,27,6,21
20190523,27,6,21
20190524,27,6,21
20190527,27,6,21
20190528,27,6,21
20190529,27,6,21
20190530,27,6,21
20190531,26,5,21
20190603,26,5,21
20190604,26,5,21
20190605,26,5,21
20190607,25,4,21
20190610,25,4,21
20190611,25,4,21
20190612,24,3,21
20190613,24,3,21
20190614,24,3,21
20190617,24,3,21
20190618,24,3,21
20190619,24,3,21
20190620,24,3,21
20190621,24,3,21
20190624,24,3,21
20190625,24,3,21
20190626,24,3,21
20190627,24,3,21
20190628,24,3,21
20190701,24,3,21
20190702,23,2,21
20190703,23,2,21
20190704,23,2,21
20190705,23,2,21
20190708,22,1,21
20190709,22,1,21
20190710,22,1,21
20190711,22,1,21
20190712,22,1,21
20190715,22,1,21
20190716,22,1,21
20190717,22,1,21
20190718,22,1,21
20190719,22,1,21
20190722,22,1,21
20190723,22,1,21
20190724,22,1,21
20190725,22,1,21
20190726,22,1,21
20190729,22,1,21
20190730,22,1,21
20190731,22,1,21
20190801,22,1,21
20190802,22,1,21
20190805,22,1,21
20190806,22,1,21
20190807,22,1,21
20190808,22,1,21
