date,trade,sell,buy
20160706,23,13,10
20160707,26,14,12
20160708,23,14,9
20160711,23,13,10
20160712,22,13,9
20160713,25,13,12
20160714,26,12,14
20160715,22,13,9
20160718,23,11,12
20160719,22,13,9
20160720,24,11,13
20160721,21,13,8
20160722,27,11,16
20160725,22,14,8
20160726,25,12,13
20160727,25,15,10
20160728,21,10,11
20160729,22,9,13
20160801,26,16,10
20160802,22,11,11
20160803,22,12,10
20160804,25,10,15
20160805,25,17,8
20160808,22,14,8
20160809,24,12,12
20160810,25,14,11
20160811,24,12,12
20160812,24,11,13
20160815,25,12,13
20160816,22,8,14
20160817,25,14,11
20160818,23,8,15
20160819,22,10,12
20160822,21,12,9
20160823,20,9,11
20160824,20,11,9
20160825,20,10,10
20160826,18,6,12
20160829,19,11,8
20160830,21,6,15
20160831,21,9,12
20160901,20,9,11
20160902,23,11,12
20160906,22,11,11
20160907,21,10,11
20160908,22,11,11
20160909,22,12,10
20160912,21,12,9
20160913,21,11,10
20160914,21,9,12
20160915,20,10,10
20160916,20,9,11
20160919,23,10,13
20160920,18,8,10
20160921,18,9,9
20160922,23,11,12
20160923,23,9,14
20160926,16,9,7
20160927,20,6,14
20160928,23,7,16
20160929,27,12,15
20160930,23,10,13
20161003,26,10,16
