date,trade,sell,buy
20170405,25,13,12
20170406,23,10,13
20170407,21,10,11
20170410,23,14,9
20170411,25,10,15
20170412,24,13,11
20170413,23,12,11
20170417,20,10,10
20170418,20,9,11
20170419,21,9,12
20170420,19,6,13
20170421,20,7,13
20170424,22,10,12
20170425,20,13,7
20170426,21,11,10
20170427,21,11,10
20170428,22,13,9
20170501,22,12,10
20170502,23,23,0
20170503,10,0,10
20170504,12,1,11
20170505,14,2,12
20170508,15,4,11
20170509,14,14,0
20170510,0,0,0
20170511,0,0,0
20170512,13,0,13
20170515,13,13,0
20170516,0,0,0
20170517,0,0,0
20170518,0,0,0
20170519,0,0,0
20170522,0,0,0
20170523,15,0,15
20170524,18,2,16
20170525,18,18,0
20170526,13,0,13
20170530,14,4,10
20170531,13,1,12
20170601,12,4,8
20170602,14,5,9
20170605,14,4,10
20170606,15,2,13
20170607,14,4,10
20170608,15,4,11
20170609,15,2,13
20170612,17,3,14
20170613,14,4,10
20170614,16,3,13
20170615,16,1,15
20170616,13,4,9
20170619,16,2,14
20170620,18,7,11
20170621,17,2,15
20170622,15,2,13
20170623,17,4,13
20170626,15,4,11
20170627,17,3,14
20170628,18,5,13
20170629,21,6,15
20170630,17,4,13
20170703,18,5,13
20170705,15,3,12
