date,trade,sell,buy
20160712,24,6,18
20160713,23,6,17
20160714,23,6,17
20160715,22,5,17
20160718,22,5,17
20160719,21,5,16
20160720,22,4,18
20160721,22,5,17
20160722,24,5,19
20160725,23,5,18
20160726,23,6,17
20160727,23,5,18
20160728,22,5,17
20160729,23,4,19
20160801,24,5,19
20160802,23,3,20
20160803,24,3,21
20160804,22,3,19
20160805,21,3,18
20160808,23,3,20
20160809,23,4,19
20160810,23,3,20
20160811,23,3,20
20160812,23,4,19
20160816,24,4,20
20160817,23,3,20
20160818,23,4,19
20160819,23,5,18
20160822,22,3,19
20160823,23,3,20
20160824,23,4,19
20160825,22,4,18
20160826,21,4,17
20160829,22,5,17
20160830,23,4,19
20160831,23,3,20
20160901,23,3,20
20160902,23,3,20
20160905,23,4,19
20160906,22,4,18
20160907,24,4,20
20160908,23,3,20
20160909,23,5,18
20160912,24,5,19
20160913,24,5,19
20160919,24,5,19
20160920,23,5,18
20160921,24,6,18
20160922,24,5,19
20160923,24,5,19
20160926,23,6,17
20160927,24,7,17
20160928,24,7,17
20160929,23,6,17
20160930,22,5,17
20161004,23,3,20
20161005,22,4,18
20161006,22,3,19
20161007,23,4,19
20161010,22,4,18
20161011,23,4,19
20161012,22,4,18
